,ANO,DISTRITO,CONCELHO,NCCO
628,2014.0,Viseu,Lamego,37
629,2014.0,Viseu,Mangualde,37
630,2014.0,Viseu,Moimenta Da Beira,4
631,2014.0,Viseu,Moimenta da Beira,17
632,2014.0,Viseu,Mortágua,7
633,2014.0,Viseu,Nelas,29
634,2014.0,Viseu,Oliveira De Frades,7
635,2014.0,Viseu,Oliveira de Frades,11
636,2014.0,Viseu,Penalva do Castelo,4
637,2014.0,Viseu,Penedono,14
638,2014.0,Viseu,Resende,23
639,2014.0,Viseu,Santa Comba Dão,10
640,2014.0,Viseu,Sernancelhe,23
641,2014.0,Viseu,Sátão,13
642,2014.0,Viseu,São João Da Pesqueira,2
643,2014.0,Viseu,São João da Pesqueira,30
644,2014.0,Viseu,São Pedro Do Sul,6
645,2014.0,Viseu,São Pedro do Sul,9
646,2014.0,Viseu,Tabuaço,15
647,2014.0,Viseu,Tarouca,10
648,2014.0,Viseu,Tondela,39
649,2014.0,Viseu,Vila Nova de Paiva,14
650,2014.0,Viseu,Viseu,111
651,2014.0,Viseu,Vouzela,12
652,2014.0,Évora,Alandroal,14
653,2014.0,Évora,Arraiolos,13
654,2014.0,Évora,Borba,8
655,2014.0,Évora,Estremoz,25
656,2014.0,Évora,Montemor-o-Novo,13
657,2014.0,Évora,Montemor-o-novo,1
658,2014.0,Évora,Mora,9
659,2014.0,Évora,Mourão,6
660,2014.0,Évora,Portel,8
661,2014.0,Évora,Redondo,6
662,2014.0,Évora,Reguengos de Monsaraz,16
663,2014.0,Évora,Vendas Novas,7
664,2014.0,Évora,Viana do Alentejo,1
665,2014.0,Évora,Vila Viçosa,5
666,2014.0,Évora,Évora,47
667,2015.0,Aveiro,Albergaria-a-Velha,63
668,2015.0,Aveiro,Albergaria-a-velha,1
669,2015.0,Aveiro,Anadia,37
670,2015.0,Aveiro,Arouca,98
671,2015.0,Aveiro,Aveiro,140
672,2015.0,Aveiro,Castelo de Paiva,30
673,2015.0,Aveiro,Espinho,55
674,2015.0,Aveiro,Estarreja,62
675,2015.0,Aveiro,Mealhada,30
676,2015.0,Aveiro,Murtosa,12
677,2015.0,Aveiro,Oliveira De Azeméis,16
678,2015.0,Aveiro,Oliveira de Azeméis,97
679,2015.0,Aveiro,Oliveira do Bairro,43
680,2015.0,Aveiro,Ovar,60
681,2015.0,Aveiro,Santa Maria Da Feira,20
682,2015.0,Aveiro,Santa Maria da Feira,166
683,2015.0,Aveiro,Sever do Vouga,69
684,2015.0,Aveiro,São João da Madeira,10
685,2015.0,Aveiro,Vagos,30
686,2015.0,Aveiro,Vale de Cambra,44
687,2015.0,Aveiro,Águeda,87
688,2015.0,Aveiro,Ílhavo,52
689,2015.0,Beja,Aljustrel,18
690,2015.0,Beja,Almodôvar,7
691,2015.0,Beja,Alvito,10
692,2015.0,Beja,Barrancos,4
693,2015.0,Beja,Beja,70
694,2015.0,Beja,Castro Verde,6
695,2015.0,Beja,Cuba,9
696,2015.0,Beja,Ferreira do Alentejo,16
697,2015.0,Beja,Moura,65
698,2015.0,Beja,Mértola,20
699,2015.0,Beja,Odemira,50
700,2015.0,Beja,Ourique,11
701,2015.0,Beja,Serpa,32
702,2015.0,Beja,Vidigueira,20
703,2015.0,Braga,Amares,52
704,2015.0,Braga,Barcelos,111
705,2015.0,Braga,Braga,166
706,2015.0,Braga,Cabeceiras De Basto,10
707,2015.0,Braga,Cabeceiras de Basto,110
708,2015.0,Braga,Celorico De Basto,26
709,2015.0,Braga,Celorico de Basto,190
710,2015.0,Braga,Esposende,37
711,2015.0,Braga,Fafe,191
712,2015.0,Braga,Guimarães,316
713,2015.0,Braga,Póvoa De Lanhoso,16
714,2015.0,Braga,Póvoa de Lanhoso,199
715,2015.0,Braga,Terras De Bouro,13
716,2015.0,Braga,Terras de Bouro,73
717,2015.0,Braga,VIZELA,35
718,2015.0,Braga,Vieira Do Minho,14
719,2015.0,Braga,Vieira do Minho,166
720,2015.0,Braga,Vila Nova De Famalicão,20
721,2015.0,Braga,Vila Nova de Famalicão,100
722,2015.0,Braga,Vila Verde,195
723,2015.0,Braga,Vizela,9
724,2015.0,Bragança,Alfândega Da Fé,5
725,2015.0,Bragança,Alfândega da Fé,16
726,2015.0,Bragança,Bragança,94
727,2015.0,Bragança,Carrazeda De Ansiães,3
728,2015.0,Bragança,Carrazeda de Ansiães,34
729,2015.0,Bragança,Freixo De Espada À Cinta,3
730,2015.0,Bragança,Freixo de Espada à Cinta,92
731,2015.0,Bragança,Macedo De Cavaleiros,12
732,2015.0,Bragança,Macedo de Cavaleiros,49
733,2015.0,Bragança,Miranda Do Douro,2
734,2015.0,Bragança,Miranda do Douro,21
735,2015.0,Bragança,Mirandela,79
736,2015.0,Bragança,Mogadouro,34
737,2015.0,Bragança,Torre De Moncorvo,10
738,2015.0,Bragança,Torre de Moncorvo,65
739,2015.0,Bragança,Vila FLor,23
740,2015.0,Bragança,Vila Flor,4
741,2015.0,Bragança,Vimioso,32
742,2015.0,Bragança,Vinhais,108
743,2015.0,Castelo Branco,Belmonte,23
744,2015.0,Castelo Branco,Castelo Branco,132
745,2015.0,Castelo Branco,Covilhã,113
746,2015.0,Castelo Branco,Fundão,70
747,2015.0,Castelo Branco,Idanha-a-Nova,56
748,2015.0,Castelo Branco,Idanha-a-nova,5
749,2015.0,Castelo Branco,Oleiros,12
750,2015.0,Castelo Branco,Penamacor,32
751,2015.0,Castelo Branco,Proença-a-Nova,15
752,2015.0,Castelo Branco,Sertã,47
753,2015.0,Castelo Branco,Vila Velha De Ródão,1
754,2015.0,Castelo Branco,Vila Velha de Ródão,32
755,2015.0,Castelo Branco,Vila de Rei,6
756,2015.0,Coimbra,Arganil,48
757,2015.0,Coimbra,Cantanhede,38
758,2015.0,Coimbra,Coimbra,111
759,2015.0,Coimbra,Condeixa-a-Nova,28
760,2015.0,Coimbra,Figueira Da Foz,1
761,2015.0,Coimbra,Figueira da Foz,47
762,2015.0,Coimbra,Góis,15
763,2015.0,Coimbra,Lousã,17
764,2015.0,Coimbra,Mira,18
765,2015.0,Coimbra,Miranda do Corvo,33
766,2015.0,Coimbra,Montemor-o-Velho,32
767,2015.0,Coimbra,Montemor-o-velho,1
768,2015.0,Coimbra,Oliveira Do Hospital,6
769,2015.0,Coimbra,Oliveira do Hospital,72
770,2015.0,Coimbra,Pampilhosa da Serra,11
771,2015.0,Coimbra,Penacova,28
772,2015.0,Coimbra,Penela,20
773,2015.0,Coimbra,Soure,31
774,2015.0,Coimbra,Tábua,43
775,2015.0,Coimbra,Vila Nova de Poiares,14
776,2015.0,Faro,Albufeira,31
777,2015.0,Faro,Alcoutim,12
778,2015.0,Faro,Aljezur,12
779,2015.0,Faro,Castro Marim,15
780,2015.0,Faro,Faro,44
781,2015.0,Faro,Lagoa,15
782,2015.0,Faro,Lagos,15
783,2015.0,Faro,Loulé,75
784,2015.0,Faro,Monchique,16
785,2015.0,Faro,Olhão,34
786,2015.0,Faro,Portimão,18
787,2015.0,Faro,Silves,55
788,2015.0,Faro,São Brás de Alportel,11
789,2015.0,Faro,Tavira,34
790,2015.0,Faro,Vila Real de Santo António,6
791,2015.0,Faro,Vila do Bispo,12
792,2015.0,Guarda,Aguiar da Beira,8
793,2015.0,Guarda,Almeida,35
794,2015.0,Guarda,Celorico da Beira,25
795,2015.0,Guarda,Figueira de Castelo Rodrigo,53
796,2015.0,Guarda,Fornos de Algodres,3
797,2015.0,Guarda,Gouveia,63
798,2015.0,Guarda,Guarda,58
799,2015.0,Guarda,Manteigas,3
800,2015.0,Guarda,Mêda,46
801,2015.0,Guarda,Pinhel,30
802,2015.0,Guarda,Sabugal,70
803,2015.0,Guarda,Seia,67
804,2015.0,Guarda,Trancoso,40
805,2015.0,Guarda,Vila Nova De Foz Côa,8
806,2015.0,Guarda,Vila Nova de Foz Côa,47
807,2015.0,Leiria,Alcobaça,109
808,2015.0,Leiria,Alvaiázere,18
809,2015.0,Leiria,Ansião,33
810,2015.0,Leiria,Batalha,18
811,2015.0,Leiria,Bombarral,34
812,2015.0,Leiria,Caldas Da Rainha,2
813,2015.0,Leiria,Caldas da Rainha,131
814,2015.0,Leiria,Castanheira de Pêra,8
815,2015.0,Leiria,Figueiró dos Vinhos,12
816,2015.0,Leiria,Leiria,129
817,2015.0,Leiria,Marinha Grande,24
818,2015.0,Leiria,Nazaré,18
819,2015.0,Leiria,Pedrógão Grande,51
820,2015.0,Leiria,Peniche,42
821,2015.0,Leiria,Pombal,104
822,2015.0,Leiria,Porto De Mós,3
823,2015.0,Leiria,Porto de Mós,57
824,2015.0,Leiria,Óbidos,63
825,2015.0,Lisboa,Alenquer,159
826,2015.0,Lisboa,Amadora,87
827,2015.0,Lisboa,Arruda dos Vinhos,67
828,2015.0,Lisboa,Azambuja,94
829,2015.0,Lisboa,Cadaval,53
830,2015.0,Lisboa,Cascais,81
831,2015.0,Lisboa,Lisboa,78
832,2015.0,Lisboa,Loures,157
833,2015.0,Lisboa,Lourinhã,86
834,2015.0,Lisboa,Mafra,95
835,2015.0,Lisboa,ODIVELAS,92
836,2015.0,Lisboa,Odivelas,7
837,2015.0,Lisboa,Oeiras,44
838,2015.0,Lisboa,Sintra,266
839,2015.0,Lisboa,Sobral De Monte Agraço,7
840,2015.0,Lisboa,Sobral de Monte Agraço,46
841,2015.0,Lisboa,Torres Vedras,176
842,2015.0,Lisboa,Vila Franca De Xira,4
843,2015.0,Lisboa,Vila Franca de Xira,77
844,2015.0,Portalegre,Alter do Chão,11
845,2015.0,Portalegre,Arronches,15
846,2015.0,Portalegre,Avis,14
847,2015.0,Portalegre,Campo Maior,34
848,2015.0,Portalegre,Castelo De Vide,2
849,2015.0,Portalegre,Castelo de Vide,6
850,2015.0,Portalegre,Crato,8
851,2015.0,Portalegre,Elvas,82
852,2015.0,Portalegre,Fronteira,6
853,2015.0,Portalegre,Gavião,10
854,2015.0,Portalegre,Marvão,18
855,2015.0,Portalegre,Monforte,7
856,2015.0,Portalegre,Nisa,21
857,2015.0,Portalegre,Ponte De Sor,1
858,2015.0,Portalegre,Ponte de Sor,42
859,2015.0,Portalegre,Portalegre,29
860,2015.0,Portalegre,Sousel,10
861,2015.0,Porto,Amarante,323
862,2015.0,Porto,Baião,136
863,2015.0,Porto,Felgueiras,310
864,2015.0,Porto,Gondomar,348
865,2015.0,Porto,Lousada,239
866,2015.0,Porto,Maia,215
867,2015.0,Porto,Marco De Canaveses,17
868,2015.0,Porto,Marco de Canaveses,231
869,2015.0,Porto,Matosinhos,94
870,2015.0,Porto,Paredes,401
871,2015.0,Porto,Paços De Ferreira,1
872,2015.0,Porto,Paços de Ferreira,219
873,2015.0,Porto,Penafiel,444
874,2015.0,Porto,Porto,1
875,2015.0,Porto,Póvoa De Varzim,1
876,2015.0,Porto,Póvoa de Varzim,64
877,2015.0,Porto,Santo Tirso,302
878,2015.0,Porto,TROFA,54
879,2015.0,Porto,Trofa,41
880,2015.0,Porto,Valongo,131
881,2015.0,Porto,Vila Do Conde,3
882,2015.0,Porto,Vila Nova De Gaia,24
883,2015.0,Porto,Vila Nova de Gaia,262
884,2015.0,Porto,Vila do Conde,133
885,2015.0,Santarém,Abrantes,80
886,2015.0,Santarém,Alcanena,62
887,2015.0,Santarém,Almeirim,34
888,2015.0,Santarém,Alpiarça,30
889,2015.0,Santarém,Benavente,80
890,2015.0,Santarém,Cartaxo,42
891,2015.0,Santarém,Chamusca,27
892,2015.0,Santarém,Constância,20
893,2015.0,Santarém,Coruche,67
894,2015.0,Santarém,Entroncamento,19
895,2015.0,Santarém,Ferreira do Zêzere,13
896,2015.0,Santarém,Golegã,11
897,2015.0,Santarém,Mação,25
898,2015.0,Santarém,Ourém,78
899,2015.0,Santarém,Rio Maior,61
900,2015.0,Santarém,Salvaterra De Magos,1
901,2015.0,Santarém,Salvaterra de Magos,56
902,2015.0,Santarém,Santarém,162
903,2015.0,Santarém,Sardoal,8
904,2015.0,Santarém,Tomar,111
905,2015.0,Santarém,Torres Novas,60
906,2015.0,Santarém,Vila Nova da Barquinha,12
907,2015.0,Setúbal,Alcochete,30
908,2015.0,Setúbal,Alcácer Do Sal,4
909,2015.0,Setúbal,Alcácer do Sal,32
910,2015.0,Setúbal,Almada,165
911,2015.0,Setúbal,Barreiro,67
912,2015.0,Setúbal,Grândola,65
913,2015.0,Setúbal,Moita,99
914,2015.0,Setúbal,Montijo,111
915,2015.0,Setúbal,Palmela,151
916,2015.0,Setúbal,Santiago do Cacém,37
917,2015.0,Setúbal,Seixal,129
918,2015.0,Setúbal,Sesimbra,29
919,2015.0,Setúbal,Setúbal,87
920,2015.0,Setúbal,Sines,17
921,2015.0,Viana Do Castelo,Arcos De Valdevez,35
922,2015.0,Viana Do Castelo,Caminha,6
923,2015.0,Viana Do Castelo,Monção,8
924,2015.0,Viana Do Castelo,Paredes De Coura,17
925,2015.0,Viana Do Castelo,Ponte Da Barca,41
926,2015.0,Viana Do Castelo,Ponte De Lima,27
927,2015.0,Viana Do Castelo,Valença,5
928,2015.0,Viana Do Castelo,Viana Do Castelo,29
929,2015.0,Viana Do Castelo,Vila Nova De Cerveira,2
930,2015.0,Viana do Castelo,Arcos de Valdevez,267
931,2015.0,Viana do Castelo,Caminha,88
932,2015.0,Viana do Castelo,Melgaço,17
933,2015.0,Viana do Castelo,Monção,87
934,2015.0,Viana do Castelo,Paredes de Coura,45
935,2015.0,Viana do Castelo,Ponte da Barca,132
936,2015.0,Viana do Castelo,Ponte de Lima,240
937,2015.0,Viana do Castelo,Valença,52
938,2015.0,Viana do Castelo,Viana do Castelo,192
939,2015.0,Viana do Castelo,Vila Nova de Cerveira,31
940,2015.0,Vila Real,Alijó,64
941,2015.0,Vila Real,Boticas,98
942,2015.0,Vila Real,Chaves,181
943,2015.0,Vila Real,Mesão frio,10
944,2015.0,Vila Real,Mondim de Basto,31
945,2015.0,Vila Real,Montalegre,321
946,2015.0,Vila Real,Murça,40
947,2015.0,Vila Real,Peso da Régua,34
948,2015.0,Vila Real,Ribeira De Pena,3
949,2015.0,Vila Real,Ribeira de Pena,85
950,2015.0,Vila Real,Sabrosa,24
951,2015.0,Vila Real,Santa Marta De Penaguião,6
952,2015.0,Vila Real,Santa Marta de Penaguião,16
953,2015.0,Vila Real,Valpaços,175
954,2015.0,Vila Real,Vila Pouca De Aguiar,8
955,2015.0,Vila Real,Vila Pouca de Aguiar,106
956,2015.0,Vila Real,Vila Real,114
957,2015.0,Viseu,Armamar,20
958,2015.0,Viseu,Carregal Do Sal,2
959,2015.0,Viseu,Carregal do Sal,15
960,2015.0,Viseu,Castro Daire,109
961,2015.0,Viseu,Cinfães,297
962,2015.0,Viseu,Lamego,68
963,2015.0,Viseu,Mangualde,72
964,2015.0,Viseu,Moimenta Da Beira,4
965,2015.0,Viseu,Moimenta da Beira,41
966,2015.0,Viseu,Mortágua,8
967,2015.0,Viseu,Nelas,41
968,2015.0,Viseu,Oliveira De Frades,1
969,2015.0,Viseu,Oliveira de Frades,55
970,2015.0,Viseu,Penalva Do Castelo,1
971,2015.0,Viseu,Penalva do Castelo,13
972,2015.0,Viseu,Penedono,15
973,2015.0,Viseu,Resende,131
974,2015.0,Viseu,Santa Comba Dão,14
975,2015.0,Viseu,Sernancelhe,42
976,2015.0,Viseu,Sátão,19
977,2015.0,Viseu,São João da Pesqueira,44
978,2015.0,Viseu,São Pedro Do Sul,5
979,2015.0,Viseu,São Pedro do Sul,31
980,2015.0,Viseu,Tabuaço,14
981,2015.0,Viseu,Tarouca,38
982,2015.0,Viseu,Tondela,68
983,2015.0,Viseu,Vila Nova de Paiva,54
984,2015.0,Viseu,Viseu,175
985,2015.0,Viseu,Vouzela,21
986,2015.0,Évora,Alandroal,13
987,2015.0,Évora,Arraiolos,18
988,2015.0,Évora,Borba,10
989,2015.0,Évora,Estremoz,24
990,2015.0,Évora,Montemor-o-Novo,25
991,2015.0,Évora,Mora,12
992,2015.0,Évora,Mourão,10
993,2015.0,Évora,Portel,18
994,2015.0,Évora,Redondo,14
995,2015.0,Évora,Reguengos de Monsaraz,22
996,2015.0,Évora,Vendas Novas,19
997,2015.0,Évora,Viana do Alentejo,4
998,2015.0,Évora,Vila Viçosa,5
999,2015.0,Évora,Évora,56
1000,2016.0,Aveiro,Albergaria-a-Velha,5
1001,2016.0,Aveiro,Albergaria-a-velha,59
1002,2016.0,Aveiro,Anadia,35
1003,2016.0,Aveiro,Arouca,58
1004,2016.0,Aveiro,Aveiro,94
1005,2016.0,Aveiro,Castelo De Paiva,1
1006,2016.0,Aveiro,Castelo de Paiva,32
1007,2016.0,Aveiro,Espinho,26
1008,2016.0,Aveiro,Estarreja,37
1009,2016.0,Aveiro,Mealhada,26
1010,2016.0,Aveiro,Murtosa,6
1011,2016.0,Aveiro,Oliveira De Azeméis,3
1012,2016.0,Aveiro,Oliveira Do Bairro,1
1013,2016.0,Aveiro,Oliveira de Azeméis,60
1014,2016.0,Aveiro,Oliveira do Bairro,48
1015,2016.0,Aveiro,Ovar,63
1016,2016.0,Aveiro,Santa Maria Da Feira,9
1017,2016.0,Aveiro,Santa Maria da Feira,109
1018,2016.0,Aveiro,Sever Do Vouga,5
1019,2016.0,Aveiro,Sever do Vouga,47
1020,2016.0,Aveiro,São João da Madeira,2
1021,2016.0,Aveiro,Vagos,30
1022,2016.0,Aveiro,Vale De Cambra,1
1023,2016.0,Aveiro,Vale de Cambra,30
1024,2016.0,Aveiro,Águeda,83
1025,2016.0,Aveiro,Ílhavo,28
1026,2016.0,Beja,Aljustrel,12
1027,2016.0,Beja,Almodôvar,11
1028,2016.0,Beja,Alvito,8
1029,2016.0,Beja,Barrancos,1
1030,2016.0,Beja,Beja,57
1031,2016.0,Beja,Castro Verde,6
1032,2016.0,Beja,Cuba,10
1033,2016.0,Beja,Ferreira do Alentejo,8
1034,2016.0,Beja,Moura,25
1035,2016.0,Beja,Mértola,11
1036,2016.0,Beja,Odemira,39
1037,2016.0,Beja,Ourique,8
1038,2016.0,Beja,Serpa,23
1039,2016.0,Beja,Vidigueira,23
1040,2016.0,Braga,Amares,50
1041,2016.0,Braga,Barcelos,122
1042,2016.0,Braga,Braga,135
1043,2016.0,Braga,Cabeceiras De Basto,1
1044,2016.0,Braga,Cabeceiras de Basto,115
1045,2016.0,Braga,Celorico de Basto,172
1046,2016.0,Braga,Esposende,21
1047,2016.0,Braga,Fafe,187
1048,2016.0,Braga,Guimarães,240
1049,2016.0,Braga,Póvoa De Lanhoso,4
1050,2016.0,Braga,Póvoa de Lanhoso,191
1051,2016.0,Braga,Terras de Bouro,59
1052,2016.0,Braga,VIZELA,11
1053,2016.0,Braga,Vieira do Minho,92
1054,2016.0,Braga,Vila Nova De Famalicão,1
1055,2016.0,Braga,Vila Nova de Famalicão,167
1056,2016.0,Braga,Vila Verde,182
1057,2016.0,Braga,Vizela,9
1058,2016.0,Bragança,Alfândega Da Fé,2
1059,2016.0,Bragança,Alfândega da Fé,10
1060,2016.0,Bragança,Bragança,68
1061,2016.0,Bragança,Carrazeda De Ansiães,1
1062,2016.0,Bragança,Carrazeda de Ansiães,27
1063,2016.0,Bragança,Freixo De Espada À Cinta,8
1064,2016.0,Bragança,Freixo de Espada À Cinta,54
1065,2016.0,Bragança,Freixo de Espada à Cinta,2
1066,2016.0,Bragança,Macedo De Cavaleiros,2
1067,2016.0,Bragança,Macedo de Cavaleiros,17
1068,2016.0,Bragança,Miranda Do Douro,1
1069,2016.0,Bragança,Miranda do Douro,19
1070,2016.0,Bragança,Mirandela,53
1071,2016.0,Bragança,Mogadouro,33
1072,2016.0,Bragança,Torre De Moncorvo,1
1073,2016.0,Bragança,Torre de Moncorvo,52
1074,2016.0,Bragança,Vila FLor,4
1075,2016.0,Bragança,Vila Flor,17
1076,2016.0,Bragança,Vimioso,18
1077,2016.0,Bragança,Vinhais,60
1078,2016.0,Castelo Branco,Belmonte,5
1079,2016.0,Castelo Branco,Castelo Branco,96
1080,2016.0,Castelo Branco,Covilhã,64
1081,2016.0,Castelo Branco,Fundão,42
1082,2016.0,Castelo Branco,Idanha-a-Nova,1
1083,2016.0,Castelo Branco,Idanha-a-nova,32
1084,2016.0,Castelo Branco,Oleiros,8
1085,2016.0,Castelo Branco,Penamacor,12
1086,2016.0,Castelo Branco,Proença-a-nova,20
1087,2016.0,Castelo Branco,Sertã,57
1088,2016.0,Castelo Branco,Vila Velha De Ródão,8
1089,2016.0,Castelo Branco,Vila Velha de Ródão,43
1090,2016.0,Castelo Branco,Vila de Rei,2
1091,2016.0,Coimbra,Arganil,23
1092,2016.0,Coimbra,Cantanhede,37
1093,2016.0,Coimbra,Coimbra,72
1094,2016.0,Coimbra,Condeixa-a-nova,16
1095,2016.0,Coimbra,Figueira Da Foz,2
1096,2016.0,Coimbra,Figueira da Foz,31
1097,2016.0,Coimbra,Góis,23
1098,2016.0,Coimbra,Lousã,18
1099,2016.0,Coimbra,Mira,26
1100,2016.0,Coimbra,Miranda Do Corvo,1
1101,2016.0,Coimbra,Miranda do Corvo,25
1102,2016.0,Coimbra,Montemor-o-Velho,1
1103,2016.0,Coimbra,Montemor-o-velho,33
1104,2016.0,Coimbra,Oliveira Do Hospital,9
1105,2016.0,Coimbra,Oliveira do Hospital,38
1106,2016.0,Coimbra,Pampilhosa da Serra,5
1107,2016.0,Coimbra,Penacova,16
1108,2016.0,Coimbra,Penela,21
1109,2016.0,Coimbra,Soure,30
1110,2016.0,Coimbra,Tábua,16
1111,2016.0,Coimbra,Vila Nova De Poiares,1
1112,2016.0,Coimbra,Vila Nova de Poiares,12
1113,2016.0,Faro,Albufeira,20
1114,2016.0,Faro,Alcoutim,2
1115,2016.0,Faro,Aljezur,12
1116,2016.0,Faro,Castro Marim,10
1117,2016.0,Faro,Faro,16
1118,2016.0,Faro,Lagoa,21
1119,2016.0,Faro,Lagos,13
1120,2016.0,Faro,Loulé,40
1121,2016.0,Faro,Monchique,12
1122,2016.0,Faro,Olhão,23
1123,2016.0,Faro,Portimão,22
1124,2016.0,Faro,Silves,43
1125,2016.0,Faro,São Brás de Alportel,8
1126,2016.0,Faro,Tavira,19
1127,2016.0,Faro,Vila Real de Santo António,9
1128,2016.0,Faro,Vila do Bispo,4
1129,2016.0,Guarda,Aguiar da Beira,17
1130,2016.0,Guarda,Almeida,28
1131,2016.0,Guarda,Celorico da Beira,26
1132,2016.0,Guarda,Figueira de Castelo Rodrigo,33
1133,2016.0,Guarda,Fornos de Algodres,21
1134,2016.0,Guarda,Gouveia,31
1135,2016.0,Guarda,Guarda,50
1136,2016.0,Guarda,Manteigas,4
1137,2016.0,Guarda,Mêda,30
1138,2016.0,Guarda,Pinhel,31
1139,2016.0,Guarda,Sabugal,35
1140,2016.0,Guarda,Seia,54
1141,2016.0,Guarda,Trancoso,35
1142,2016.0,Guarda,Vila Nova De Foz Côa,1
1143,2016.0,Guarda,Vila Nova de Foz Côa,43
1144,2016.0,Leiria,Alcobaça,57
1145,2016.0,Leiria,Alvaiázere,20
1146,2016.0,Leiria,Ansião,18
1147,2016.0,Leiria,Batalha,7
1148,2016.0,Leiria,Bombarral,28
1149,2016.0,Leiria,Caldas Da Rainha,3
1150,2016.0,Leiria,Caldas da Rainha,51
1151,2016.0,Leiria,Castanheira de Pêra,15
1152,2016.0,Leiria,Figueiró Dos Vinhos,22
1153,2016.0,Leiria,Figueiró dos Vinhos,1
1154,2016.0,Leiria,Leiria,86
1155,2016.0,Leiria,Marinha Grande,30
1156,2016.0,Leiria,Nazaré,20
1157,2016.0,Leiria,Pedrógão Grande,25
1158,2016.0,Leiria,Peniche,34
1159,2016.0,Leiria,Pombal,72
1160,2016.0,Leiria,Porto de Mós,25
1161,2016.0,Leiria,Óbidos,70
1162,2016.0,Lisboa,Alenquer,143
1163,2016.0,Lisboa,Amadora,55
1164,2016.0,Lisboa,Arruda Dos Vinhos,50
1165,2016.0,Lisboa,Azambuja,81
1166,2016.0,Lisboa,Cadaval,25
1167,2016.0,Lisboa,Cascais,65
1168,2016.0,Lisboa,Lisboa,27
1169,2016.0,Lisboa,Loures,48
1170,2016.0,Lisboa,Lourinhã,40
1171,2016.0,Lisboa,Mafra,68
1172,2016.0,Lisboa,Odivelas,8
1173,2016.0,Lisboa,Oeiras,22
1174,2016.0,Lisboa,Sintra,215
1175,2016.0,Lisboa,Sobral De Monte Agraço,5
1176,2016.0,Lisboa,Sobral de Monte Agraço,47
1177,2016.0,Lisboa,Torres Vedras,155
1178,2016.0,Lisboa,Vila Franca De Xira,2
1179,2016.0,Lisboa,Vila Franca de Xira,24
1180,2016.0,Portalegre,Alter Do Chão,1
1181,2016.0,Portalegre,Alter do Chão,13
1182,2016.0,Portalegre,Arronches,3
1183,2016.0,Portalegre,Avis,10
1184,2016.0,Portalegre,Campo Maior,36
1185,2016.0,Portalegre,Castelo de Vide,4
1186,2016.0,Portalegre,Crato,8
1187,2016.0,Portalegre,Elvas,63
1188,2016.0,Portalegre,Fronteira,5
1189,2016.0,Portalegre,Gavião,10
1190,2016.0,Portalegre,Marvão,9
1191,2016.0,Portalegre,Monforte,7
1192,2016.0,Portalegre,Nisa,13
1193,2016.0,Portalegre,Ponte De Sor,4
1194,2016.0,Portalegre,Ponte de Sor,22
1195,2016.0,Portalegre,Portalegre,19
1196,2016.0,Portalegre,Sousel,10
1197,2016.0,Porto,Amarante,273
1198,2016.0,Porto,Baião,140
1199,2016.0,Porto,Felgueiras,365
1200,2016.0,Porto,Gondomar,253
1201,2016.0,Porto,Lousada,327
1202,2016.0,Porto,Maia,146
1203,2016.0,Porto,Marco De Canaveses,1
1204,2016.0,Porto,Marco de Canaveses,264
1205,2016.0,Porto,Matosinhos,60
1206,2016.0,Porto,Paredes,637
1207,2016.0,Porto,Paços De Ferreira,5
1208,2016.0,Porto,Paços de Ferreira,234
1209,2016.0,Porto,Penafiel,543
1210,2016.0,Porto,Póvoa De Varzim,1
1211,2016.0,Porto,Póvoa de Varzim,38
1212,2016.0,Porto,Santo Tirso,267
1213,2016.0,Porto,Trofa,118
1214,2016.0,Porto,Valongo,200
1215,2016.0,Porto,Vila Do Conde,16
1216,2016.0,Porto,Vila Nova De Gaia,1
1217,2016.0,Porto,Vila Nova de Gaia,277
1218,2016.0,Porto,Vila do Conde,119
1219,2016.0,Santarém,Abrantes,72
1220,2016.0,Santarém,Alcanena,39
1221,2016.0,Santarém,Almeirim,17
1222,2016.0,Santarém,Alpiarça,31
1223,2016.0,Santarém,Benavente,66
1224,2016.0,Santarém,Cartaxo,44
1225,2016.0,Santarém,Chamusca,15
1226,2016.0,Santarém,Constância,19
1227,2016.0,Santarém,Coruche,51
1228,2016.0,Santarém,Entroncamento,12
1229,2016.0,Santarém,Ferreira do Zêzere,10
1230,2016.0,Santarém,Golegã,2
1231,2016.0,Santarém,Mação,17
1232,2016.0,Santarém,Ourém,76
1233,2016.0,Santarém,Rio Maior,39
1234,2016.0,Santarém,Salvaterra de Magos,33
1235,2016.0,Santarém,Santarém,111
1236,2016.0,Santarém,Sardoal,10
1237,2016.0,Santarém,Tomar,88
1238,2016.0,Santarém,Torres Novas,30
1239,2016.0,Santarém,Vila Nova da Barquinha,8
1240,2016.0,Setúbal,Alcochete,18
1241,2016.0,Setúbal,Alcácer Do Sal,5
1242,2016.0,Setúbal,Alcácer do Sal,24
1243,2016.0,Setúbal,Almada,109
1244,2016.0,Setúbal,Barreiro,50
1245,2016.0,Setúbal,Grândola,44
1246,2016.0,Setúbal,Moita,88
1247,2016.0,Setúbal,Montijo,67
1248,2016.0,Setúbal,Palmela,148
1249,2016.0,Setúbal,Santiago do Cacém,54
1250,2016.0,Setúbal,Seixal,99
1251,2016.0,Setúbal,Sesimbra,22
1252,2016.0,Setúbal,Setúbal,56
