,ANO,CONCELHO,NCCO
1866,2018,Vila Nova de Famalicão,91
1867,2018,Vila Nova de Foz Côa,29
1868,2018,Vila Nova de Gaia,197
1869,2018,Vila Nova de Paiva,25
1870,2018,Vila Nova de Poiares,3
1871,2018,Vila Pouca de Aguiar,65
1872,2018,Vila Real,117
1873,2018,Vila Real de Santo António,5
1874,2018,Vila Velha de Ródão,16
1875,2018,Vila Verde,163
1876,2018,Vila Viçosa,2
1877,2018,Vila de Rei,6
1878,2018,Vila do Bispo,7
1879,2018,Vila do Conde,104
1880,2018,Vimioso,31
1881,2018,Vinhais,55
1882,2018,Viseu,110
1883,2018,Vizela,24
1884,2018,Vouzela,9
1885,2018,Águeda,59
1886,2018,Évora,37
1887,2018,Ílhavo,26
1888,2018,Óbidos,30
1889,2019,Abrantes,75
1890,2019,Aguiar da Beira,10
1891,2019,Alandroal,15
1892,2019,Albergaria-a-Velha,3
1893,2019,Albergaria-a-velha,52
1894,2019,Albufeira,39
1895,2019,Alcanena,25
1896,2019,Alcobaça,24
1897,2019,Alcochete,13
1898,2019,Alcoutim,6
1899,2019,Alcácer do Sal,30
1900,2019,Alenquer,109
1901,2019,Alfândega da Fé,54
1902,2019,Alijó,21
1903,2019,Aljezur,15
1904,2019,Aljustrel,25
1905,2019,Almada,27
1906,2019,Almeida,10
1907,2019,Almeirim,31
1908,2019,Almodôvar,21
1909,2019,Alpiarça,10
1910,2019,Alter do Chão,8
1911,2019,Alvaiázere,13
1912,2019,Alvito,6
1913,2019,Amadora,35
1914,2019,Amarante,113
1915,2019,Amares,20
1916,2019,Anadia,23
1917,2019,Ansião,18
1918,2019,Arcos de Valdevez,111
1919,2019,Arganil,13
1920,2019,Armamar,9
1921,2019,Arouca,55
1922,2019,Arraiolos,13
1923,2019,Arronches,13
1924,2019,Arruda Dos Vinhos,31
1925,2019,Aveiro,83
1926,2019,Avis,12
1927,2019,Azambuja,86
1928,2019,Baião,78
1929,2019,Barcelos,53
1930,2019,Barrancos,2
1931,2019,Barreiro,8
1932,2019,Batalha,17
1933,2019,Beja,112
1934,2019,Belmonte,18
1935,2019,Benavente,63
1936,2019,Bombarral,11
1937,2019,Borba,8
1938,2019,Boticas,35
1939,2019,Braga,82
1940,2019,Bragança,56
1941,2019,Cabeceiras de Basto,72
1942,2019,Cadaval,28
1943,2019,Caldas da Rainha,72
1944,2019,Caminha,29
1945,2019,Campo Maior,43
1946,2019,Cantanhede,47
1947,2019,Carrazeda de Ansiães,27
1948,2019,Carregal do Sal,8
1949,2019,Cartaxo,25
1950,2019,Cascais,66
1951,2019,Castanheira de Pêra,1
1952,2019,Castelo Branco,90
1953,2019,Castelo de Paiva,50
1954,2019,Castelo de Vide,13
1955,2019,Castro Daire,99
1956,2019,Castro Marim,15
1957,2019,Castro Verde,15
1958,2019,Celorico da Beira,13
1959,2019,Celorico de Basto,107
1960,2019,Chamusca,12
1961,2019,Chaves,66
1962,2019,Cinfães,70
1963,2019,Coimbra,37
1964,2019,Condeixa-a-nova,16
1965,2019,Constância,5
1966,2019,Coruche,45
1967,2019,Covilhã,91
1968,2019,Crato,12
1969,2019,Cuba,10
1970,2019,Elvas,73
1971,2019,Entroncamento,6
1972,2019,Espinho,20
1973,2019,Esposende,15
1974,2019,Estarreja,38
1975,2019,Estremoz,35
1976,2019,Fafe,78
1977,2019,Faro,35
1978,2019,Felgueiras,121
1979,2019,Ferreira do Alentejo,16
1980,2019,Ferreira do Zêzere,7
1981,2019,Figueira da Foz,63
1982,2019,Figueira de Castelo Rodrigo,21
1983,2019,Figueiró Dos Vinhos,9
1984,2019,Figueiró dos Vinhos,2
1985,2019,Fornos de Algodres,9
1986,2019,Freixo de Espada À Cinta,18
1987,2019,Fronteira,8
1988,2019,Fundão,115
1989,2019,Gavião,18
1990,2019,Golegã,2
1991,2019,Gondomar,177
1992,2019,Gouveia,22
1993,2019,Grândola,24
1994,2019,Guarda,24
1995,2019,Guimarães,119
1996,2019,Góis,5
1997,2019,Idanha-a-nova,41
1998,2019,Lagoa,10
1999,2019,Lagos,30
2000,2019,Lamego,48
2001,2019,Leiria,83
2002,2019,Lisboa,32
2003,2019,Loulé,68
2004,2019,Loures,54
2005,2019,Lourinhã,16
2006,2019,Lousada,100
2007,2019,Lousã,9
2008,2019,Macedo de Cavaleiros,26
2009,2019,Mafra,82
2010,2019,Maia,59
2011,2019,Mangualde,31
2012,2019,Manteigas,4
2013,2019,Marco de Canaveses,114
2014,2019,Marinha Grande,18
2015,2019,Marvão,11
2016,2019,Matosinhos,25
2017,2019,Mação,17
2018,2019,Mealhada,33
2019,2019,Melgaço,12
2020,2019,Mesão Frio,3
2021,2019,Mira,6
2022,2019,Miranda do Corvo,9
2023,2019,Miranda do Douro,5
2024,2019,Mirandela,32
2025,2019,Mogadouro,18
2026,2019,Moimenta da Beira,25
2027,2019,Moita,26
2028,2019,Monchique,8
2029,2019,Mondim de Basto,26
2030,2019,Monforte,5
2031,2019,Montalegre,168
2032,2019,Montemor-o-Novo,9
2033,2019,Montemor-o-Velho,1
2034,2019,Montemor-o-novo,24
2035,2019,Montemor-o-velho,24
2036,2019,Montijo,34
2037,2019,Monção,34
2038,2019,Mora,15
2039,2019,Mortágua,9
2040,2019,Moura,28
2041,2019,Mourão,16
2042,2019,Murtosa,12
2043,2019,Murça,20
2044,2019,Mértola,26
2045,2019,Mêda,17
2046,2019,Nazaré,5
2047,2019,Nelas,46
2048,2019,Nisa,16
2049,2019,Odemira,47
2050,2019,Odivelas,21
2051,2019,Oeiras,27
2052,2019,Oleiros,20
2053,2019,Olhão,22
2054,2019,Oliveira de Azeméis,92
2055,2019,Oliveira de Frades,10
2056,2019,Oliveira do Bairro,17
2057,2019,Oliveira do Hospital,13
2058,2019,Ourique,22
2059,2019,Ourém,63
2060,2019,Ovar,34
2061,2019,Palmela,96
2062,2019,Pampilhosa da Serra,7
2063,2019,Paredes,266
2064,2019,Paredes de Coura,35
2065,2019,Paços de Ferreira,92
2066,2019,Pedrógão Grande,10
2067,2019,Penacova,11
2068,2019,Penafiel,216
2069,2019,Penalva do Castelo,20
2070,2019,Penamacor,16
2071,2019,Penedono,31
2072,2019,Penela,11
2073,2019,Peniche,23
2074,2019,Peso da Régua,14
2075,2019,Pinhel,15
2076,2019,Pombal,79
2077,2019,Ponte da Barca,81
2078,2019,Ponte de Lima,120
2079,2019,Ponte de Sor,22
2080,2019,Portalegre,26
2081,2019,Portel,19
2082,2019,Portimão,28
2083,2019,Porto de Mós,34
2084,2019,Proença-a-nova,17
2085,2019,Póvoa de Lanhoso,61
2086,2019,Póvoa de Varzim,25
2087,2019,Redondo,19
2088,2019,Reguengos de Monsaraz,29
2089,2019,Resende,37
2090,2019,Ribeira de Pena,40
2091,2019,Rio Maior,51
2092,2019,Sabrosa,12
2093,2019,Sabugal,48
2094,2019,Salvaterra de Magos,39
2095,2019,Santa Comba Dão,10
2096,2019,Santa Maria da Feira,145
2097,2019,Santa Marta de Penaguião,11
2098,2019,Santarém,92
2099,2019,Santiago do Cacém,41
2100,2019,Santo Tirso,83
2101,2019,Sardoal,9
2102,2019,Seia,22
2103,2019,Seixal,33
2104,2019,Sernancelhe,49
2105,2019,Serpa,34
2106,2019,Sertã,36
2107,2019,Sesimbra,33
2108,2019,Setúbal,22
2109,2019,Sever do Vouga,28
2110,2019,Silves,54
2111,2019,Sines,11
2112,2019,Sintra,184
2113,2019,Sobral de Monte Agraço,18
2114,2019,Soure,12
2115,2019,Sousel,9
2116,2019,Sátão,26
2117,2019,São Brás de Alportel,20
2118,2019,São João da Madeira,5
2119,2019,São João da Pesqueira,38
2120,2019,São Pedro do Sul,17
2121,2019,Tabuaço,14
2122,2019,Tarouca,27
2123,2019,Tavira,36
2124,2019,Terras de Bouro,32
2125,2019,Tomar,89
2126,2019,Tondela,24
2127,2019,Torre de Moncorvo,31
2128,2019,Torres Novas,34
2129,2019,Torres Vedras,67
2130,2019,Trancoso,28
2131,2019,Trofa,46
2132,2019,Tábua,27
2133,2019,Vagos,21
2134,2019,Vale de Cambra,37
2135,2019,Valença,39
2136,2019,Valongo,106
2137,2019,Valpaços,69
2138,2019,Vendas Novas,7
2139,2019,Viana do Alentejo,9
2140,2019,Viana do Castelo,84
2141,2019,Vidigueira,21
2142,2019,Vieira do Minho,72
2143,2019,Vila Flor,12
2144,2019,Vila Franca de Xira,40
2145,2019,Vila Nova da Barquinha,3
2146,2019,Vila Nova de Cerveira,11
2147,2019,Vila Nova de Famalicão,69
2148,2019,Vila Nova de Foz Côa,48
2149,2019,Vila Nova de Gaia,152
2150,2019,Vila Nova de Paiva,34
2151,2019,Vila Nova de Poiares,3
2152,2019,Vila Pouca de Aguiar,53
2153,2019,Vila Real,101
2154,2019,Vila Real de Santo António,14
2155,2019,Vila Velha de Ródão,12
2156,2019,Vila Verde,114
2157,2019,Vila Viçosa,12
2158,2019,Vila de Rei,2
2159,2019,Vila do Bispo,17
2160,2019,Vila do Conde,69
2161,2019,Vimioso,10
2162,2019,Vinhais,53
2163,2019,Viseu,77
2164,2019,Vizela,23
2165,2019,Vouzela,17
2166,2019,Águeda,50
2167,2019,Évora,82
2168,2019,Ílhavo,19
2169,2019,Óbidos,61
2170,2020,Abrantes,54
2171,2020,Aguiar da Beira,9
2172,2020,Alandroal,10
2173,2020,Albergaria-a-Velha,1
2174,2020,Albergaria-a-velha,54
2175,2020,Albufeira,9
2176,2020,Alcanena,17
2177,2020,Alcobaça,27
2178,2020,Alcochete,12
2179,2020,Alcoutim,6
2180,2020,Alcácer do Sal,20
2181,2020,Alenquer,68
2182,2020,Alfândega da Fé,21
2183,2020,Alijó,14
2184,2020,Aljezur,11
2185,2020,Aljustrel,16
2186,2020,Almada,55
2187,2020,Almeida,18
2188,2020,Almeirim,19
2189,2020,Almodôvar,18
2190,2020,Alpiarça,14
2191,2020,Alter do Chão,10
2192,2020,Alvaiázere,16
2193,2020,Alvito,8
2194,2020,Amadora,23
2195,2020,Amarante,146
2196,2020,Amares,18
2197,2020,Anadia,16
2198,2020,Ansião,6
2199,2020,Arcos de Valdevez,178
2200,2020,Arganil,8
2201,2020,Armamar,12
2202,2020,Arouca,51
2203,2020,Arraiolos,10
2204,2020,Arronches,5
2205,2020,Arruda Dos Vinhos,36
2206,2020,Aveiro,50
2207,2020,Avis,9
2208,2020,Azambuja,44
2209,2020,Baião,114
2210,2020,Barcelos,49
2211,2020,Barrancos,1
2212,2020,Barreiro,15
2213,2020,Batalha,10
2214,2020,Beja,56
2215,2020,Belmonte,11
2216,2020,Benavente,32
2217,2020,Bombarral,8
2218,2020,Borba,12
2219,2020,Boticas,36
2220,2020,Braga,70
2221,2020,Bragança,38
2222,2020,Cabeceiras de Basto,84
2223,2020,Cadaval,9
2224,2020,Caldas da Rainha,23
2225,2020,Caminha,14
2226,2020,Campo Maior,32
2227,2020,Cantanhede,25
2228,2020,Carrazeda de Ansiães,11
2229,2020,Carregal do Sal,11
2230,2020,Cartaxo,18
2231,2020,Cascais,15
2232,2020,Castanheira de Pêra,2
2233,2020,Castelo Branco,88
2234,2020,Castelo de Paiva,29
2235,2020,Castelo de Vide,4
2236,2020,Castro Daire,57
2237,2020,Castro Marim,11
2238,2020,Castro Verde,6
2239,2020,Celorico da Beira,20
2240,2020,Celorico de Basto,138
2241,2020,Chamusca,12
2242,2020,Chaves,73
2243,2020,Cinfães,94
2244,2020,Coimbra,48
2245,2020,Condeixa-a-nova,6
2246,2020,Constância,7
2247,2020,Coruche,28
2248,2020,Covilhã,57
2249,2020,Crato,11
2250,2020,Cuba,8
2251,2020,Elvas,33
2252,2020,Entroncamento,3
2253,2020,Espinho,10
2254,2020,Esposende,6
2255,2020,Estarreja,20
2256,2020,Estremoz,27
2257,2020,Fafe,73
2258,2020,Faro,22
2259,2020,Felgueiras,241
2260,2020,Ferreira do Alentejo,15
2261,2020,Ferreira do Zêzere,16
2262,2020,Figueira da Foz,43
2263,2020,Figueira de Castelo Rodrigo,26
2264,2020,Figueiró Dos Vinhos,19
2265,2020,Fornos de Algodres,12
2266,2020,Freixo de Espada À Cinta,9
2267,2020,Fronteira,7
2268,2020,Fundão,43
2269,2020,Gavião,9
2270,2020,Golegã,1
2271,2020,Gondomar,157
2272,2020,Gouveia,16
2273,2020,Grândola,19
2274,2020,Guarda,45
2275,2020,Guimarães,95
2276,2020,Góis,13
2277,2020,Idanha-a-nova,28
2278,2020,Lagoa,4
2279,2020,Lagos,22
2280,2020,Lamego,39
2281,2020,Leiria,84
2282,2020,Lisboa,14
2283,2020,Loulé,24
2284,2020,Loures,42
2285,2020,Lourinhã,14
2286,2020,Lousada,151
2287,2020,Lousã,7
2288,2020,Macedo de Cavaleiros,17
2289,2020,Mafra,81
2290,2020,Maia,84
2291,2020,Mangualde,19
2292,2020,Manteigas,4
2293,2020,Marco de Canaveses,118
2294,2020,Marinha Grande,3
2295,2020,Marvão,6
2296,2020,Matosinhos,36
2297,2020,Mação,6
2298,2020,Mealhada,13
2299,2020,Melgaço,18
2300,2020,Mesão Frio,8
2301,2020,Mira,11
2302,2020,Miranda do Corvo,7
2303,2020,Miranda do Douro,9
2304,2020,Mirandela,42
2305,2020,Mogadouro,20
2306,2020,Moimenta da Beira,18
2307,2020,Moita,25
2308,2020,Monchique,8
2309,2020,Mondim de Basto,25
2310,2020,Monforte,6
2311,2020,Montalegre,134
2312,2020,Montemor-o-Novo,9
2313,2020,Montemor-o-novo,4
2314,2020,Montemor-o-velho,12
2315,2020,Montijo,33
2316,2020,Monção,44
2317,2020,Mora,2
2318,2020,Mortágua,3
2319,2020,Moura,19
2320,2020,Mourão,7
2321,2020,Murtosa,11
2322,2020,Murça,24
2323,2020,Mértola,18
2324,2020,Mêda,32
2325,2020,Nazaré,12
2326,2020,Nelas,20
2327,2020,Nisa,15
2328,2020,Odemira,39
2329,2020,Odivelas,41
2330,2020,Oeiras,14
2331,2020,Oleiros,14
2332,2020,Olhão,7
2333,2020,Oliveira de Azeméis,59
2334,2020,Oliveira de Frades,24
2335,2020,Oliveira do Bairro,42
2336,2020,Oliveira do Hospital,6
2337,2020,Ourique,15
2338,2020,Ourém,97
2339,2020,Ovar,42
2340,2020,Palmela,60
2341,2020,Pampilhosa da Serra,4
2342,2020,Paredes,481
2343,2020,Paredes de Coura,12
2344,2020,Paços de Ferreira,125
2345,2020,Pedrógão Grande,4
2346,2020,Penacova,5
2347,2020,Penafiel,171
2348,2020,Penalva do Castelo,12
2349,2020,Penamacor,16
2350,2020,Penedono,12
2351,2020,Penela,8
2352,2020,Peniche,9
2353,2020,Peso da Régua,14
2354,2020,Pinhel,31
2355,2020,Pombal,62
2356,2020,Ponte da Barca,94
2357,2020,Ponte de Lima,106
2358,2020,Ponte de Sor,20
2359,2020,Portalegre,19
2360,2020,Portel,6
2361,2020,Portimão,16
2362,2020,Porto de Mós,19
2363,2020,Proença-a-nova,7
2364,2020,Póvoa de Lanhoso,72
2365,2020,Póvoa de Varzim,41
2366,2020,Redondo,14
2367,2020,Reguengos de Monsaraz,23
2368,2020,Resende,17
2369,2020,Ribeira de Pena,29
2370,2020,Rio Maior,25
2371,2020,Sabrosa,4
2372,2020,Sabugal,30
2373,2020,Salvaterra de Magos,41
2374,2020,Santa Comba Dão,3
2375,2020,Santa Maria da Feira,124
2376,2020,Santa Marta de Penaguião,7
2377,2020,Santarém,81
2378,2020,Santiago do Cacém,15
2379,2020,Santo Tirso,163
2380,2020,Sardoal,29
2381,2020,Seia,14
2382,2020,Seixal,28
2383,2020,Sernancelhe,31
2384,2020,Serpa,16
2385,2020,Sertã,23
2386,2020,Sesimbra,12
2387,2020,Setúbal,31
2388,2020,Sever do Vouga,30
2389,2020,Silves,25
2390,2020,Sines,13
2391,2020,Sintra,105
2392,2020,Sobral de Monte Agraço,7
2393,2020,Soure,12
2394,2020,Sousel,3
2395,2020,Sátão,25
2396,2020,São Brás de Alportel,9
2397,2020,São João da Madeira,4
2398,2020,São João da Pesqueira,15
2399,2020,São Pedro do Sul,10
2400,2020,Tabuaço,5
2401,2020,Tarouca,18
2402,2020,Tavira,21
2403,2020,Terras de Bouro,34
2404,2020,Tomar,51
2405,2020,Tondela,19
2406,2020,Torre de Moncorvo,18
2407,2020,Torres Novas,30
2408,2020,Torres Vedras,40
2409,2020,Trancoso,14
2410,2020,Trofa,85
2411,2020,Tábua,14
2412,2020,Vagos,8
2413,2020,Vale de Cambra,43
2414,2020,Valença,36
2415,2020,Valongo,169
2416,2020,Valpaços,87
2417,2020,Vendas Novas,1
2418,2020,Viana do Alentejo,5
2419,2020,Viana do Castelo,90
2420,2020,Vidigueira,12
2421,2020,Vieira do Minho,52
2422,2020,Vila FLor,5
2423,2020,Vila Flor,14
2424,2020,Vila Franca de Xira,33
2425,2020,Vila Nova da Barquinha,5
2426,2020,Vila Nova de Cerveira,14
2427,2020,Vila Nova de Famalicão,65
2428,2020,Vila Nova de Foz Côa,29
2429,2020,Vila Nova de Gaia,138
2430,2020,Vila Nova de Paiva,28
2431,2020,Vila Nova de Poiares,1
2432,2020,Vila Pouca de Aguiar,66
2433,2020,Vila Real,51
2434,2020,Vila Real de Santo António,11
2435,2020,Vila Velha de Ródão,13
2436,2020,Vila Verde,196
2437,2020,Vila Viçosa,9
2438,2020,Vila de Rei,5
2439,2020,Vila do Bispo,3
2440,2020,Vila do Conde,49
2441,2020,Vimioso,15
2442,2020,Vinhais,44
2443,2020,Viseu,73
2444,2020,Vizela,17
2445,2020,Vouzela,12
2446,2020,Águeda,30
2447,2020,Évora,28
2448,2020,Ílhavo,16
2449,2020,Óbidos,49
2450,2021,Abrantes,37
2451,2021,Aguiar da Beira,8
2452,2021,Alandroal,12
2453,2021,Albergaria-a-Velha,20
2454,2021,Albergaria-a-velha,16
2455,2021,Albufeira,15
2456,2021,Alcanena,11
2457,2021,Alcobaça,20
2458,2021,Alcochete,13
2459,2021,Alcoutim,5
2460,2021,Alcácer do Sal,36
2461,2021,Alenquer,96
2462,2021,Alfândega da Fé,6
2463,2021,Alijó,20
2464,2021,Aljezur,17
2465,2021,Aljustrel,16
2466,2021,Almada,70
2467,2021,Almeida,13
2468,2021,Almeirim,26
2469,2021,Almodôvar,11
2470,2021,Alpiarça,10
2471,2021,Alter do Chão,13
2472,2021,Alvaiázere,8
2473,2021,Alvito,8
2474,2021,Amadora,37
2475,2021,Amarante,130
2476,2021,Amares,12
2477,2021,Anadia,14
2478,2021,Ansião,14
2479,2021,Arcos de Valdevez,133
2480,2021,Arganil,11
2481,2021,Armamar,11
2482,2021,Arouca,78
2483,2021,Arraiolos,10
2484,2021,Arronches,10
2485,2021,Arruda Dos Vinhos,25
2486,2021,Aveiro,50
2487,2021,Avis,10
2488,2021,Azambuja,41
2489,2021,Baião,96
2490,2021,Barcelos,46
2491,2021,Barrancos,1
2492,2021,Barreiro,29
2493,2021,Batalha,4
2494,2021,Beja,81
2495,2021,Belmonte,12
2496,2021,Benavente,41
2497,2021,Bombarral,9
2498,2021,Borba,14
2499,2021,Boticas,47
2500,2021,Braga,43
2501,2021,Bragança,42
2502,2021,Cabeceiras de Basto,58
2503,2021,Cadaval,21
2504,2021,Caldas da Rainha,9
2505,2021,Caminha,16
2506,2021,Campo Maior,22
2507,2021,Cantanhede,18
2508,2021,Carrazeda de Ansiães,22
2509,2021,Carregal do Sal,10
2510,2021,Cartaxo,26
2511,2021,Cascais,40
2512,2021,Castanheira de Pêra,2
2513,2021,Castelo Branco,65
2514,2021,Castelo de Paiva,37
2515,2021,Castelo de Vide,2
2516,2021,Castro Daire,84
2517,2021,Castro Marim,16
2518,2021,Castro Verde,13
2519,2021,Celorico da Beira,11
2520,2021,Celorico de Basto,75
2521,2021,Chamusca,12
2522,2021,Chaves,46
2523,2021,Cinfães,70
2524,2021,Coimbra,28
2525,2021,Condeixa-a-nova,2
2526,2021,Constância,4
2527,2021,Coruche,26
2528,2021,Covilhã,45
2529,2021,Crato,6
2530,2021,Cuba,5
2531,2021,Elvas,35
2532,2021,Entroncamento,2
2533,2021,Espinho,10
2534,2021,Esposende,14
2535,2021,Estarreja,18
2536,2021,Estremoz,16
2537,2021,Fafe,86
2538,2021,Faro,29
2539,2021,Felgueiras,89
2540,2021,Ferreira do Alentejo,21
2541,2021,Ferreira do Zêzere,10
2542,2021,Figueira da Foz,22
2543,2021,Figueira de Castelo Rodrigo,23
2544,2021,Figueiró Dos Vinhos,7
2545,2021,Fornos de Algodres,6
2546,2021,Freixo de Espada À Cinta,22
2547,2021,Fronteira,7
2548,2021,Fundão,45
2549,2021,Gavião,4
2550,2021,Golegã,2
2551,2021,Gondomar,108
2552,2021,Gouveia,7
2553,2021,Grândola,22
2554,2021,Guarda,28
2555,2021,Guimarães,75
2556,2021,Góis,7
2557,2021,Idanha-a-nova,26
2558,2021,Lagoa,15
2559,2021,Lagos,20
2560,2021,Lamego,36
2561,2021,Leiria,48
2562,2021,Lisboa,16
2563,2021,Loulé,54
2564,2021,Loures,56
2565,2021,Lourinhã,29
2566,2021,Lousada,84
2567,2021,Lousã,5
2568,2021,Macedo de Cavaleiros,14
2569,2021,Mafra,79
2570,2021,Maia,57
2571,2021,Mangualde,17
2572,2021,Manteigas,3
2573,2021,Marco de Canaveses,96
2574,2021,Marinha Grande,13
2575,2021,Marvão,8
2576,2021,Matosinhos,24
2577,2021,Mação,5
2578,2021,Mealhada,10
2579,2021,Melgaço,16
2580,2021,Mesão Frio,9
2581,2021,Mira,6
2582,2021,Miranda do Corvo,8
2583,2021,Miranda do Douro,6
2584,2021,Mirandela,36
2585,2021,Mogadouro,11
2586,2021,Moimenta da Beira,12
2587,2021,Moita,33
2588,2021,Monchique,12
2589,2021,Mondim de Basto,20
2590,2021,Monforte,6
2591,2021,Montalegre,191
2592,2021,Montemor-o-Novo,23
2593,2021,Montemor-o-novo,12
2594,2021,Montemor-o-velho,13
2595,2021,Montijo,55
2596,2021,Monção,41
2597,2021,Mora,7
2598,2021,Mortágua,2
2599,2021,Moura,20
2600,2021,Mourão,10
2601,2021,Murtosa,3
2602,2021,Murça,18
2603,2021,Mértola,11
2604,2021,Mêda,15
2605,2021,Nazaré,2
2606,2021,Nelas,12
2607,2021,Nisa,15
2608,2021,Odemira,46
2609,2021,Odivelas,30
2610,2021,Oeiras,17
2611,2021,Oleiros,4
2612,2021,Olhão,12
2613,2021,Oliveira de Azeméis,40
2614,2021,Oliveira de Frades,6
2615,2021,Oliveira do Bairro,22
2616,2021,Oliveira do Hospital,8
2617,2021,Ourique,18
2618,2021,Ourém,64
2619,2021,Ovar,27
2620,2021,Palmela,86
2621,2021,Pampilhosa da Serra,6
2622,2021,Paredes,138
2623,2021,Paredes de Coura,39
2624,2021,Paços de Ferreira,76
2625,2021,Pedrógão Grande,3
2626,2021,Penacova,4
2627,2021,Penafiel,122
2628,2021,Penalva do Castelo,8
2629,2021,Penamacor,6
2630,2021,Penedono,21
2631,2021,Penela,6
2632,2021,Peniche,6
2633,2021,Peso da Régua,11
2634,2021,Pinhel,17
2635,2021,Pombal,36
2636,2021,Ponte da Barca,78
2637,2021,Ponte de Lima,87
2638,2021,Ponte de Sor,22
2639,2021,Portalegre,26
2640,2021,Portel,12
2641,2021,Portimão,20
2642,2021,Porto,7
2643,2021,Porto de Mós,9
2644,2021,Proença-a-nova,9
2645,2021,Póvoa de Lanhoso,68
2646,2021,Póvoa de Varzim,49
2647,2021,Redondo,8
2648,2021,Reguengos de Monsaraz,20
2649,2021,Resende,28
2650,2021,Ribeira de Pena,32
2651,2021,Rio Maior,15
2652,2021,Sabrosa,9
2653,2021,Sabugal,27
2654,2021,Salvaterra de Magos,27
2655,2021,Santa Comba Dão,4
2656,2021,Santa Maria da Feira,202
2657,2021,Santa Marta de Penaguião,22
2658,2021,Santarém,72
2659,2021,Santiago do Cacém,24
2660,2021,Santo Tirso,82
2661,2021,Sardoal,13
2662,2021,Seia,15
2663,2021,Seixal,54
2664,2021,Sernancelhe,13
2665,2021,Serpa,29
2666,2021,Sertã,19
2667,2021,Sesimbra,15
2668,2021,Setúbal,47
2669,2021,Sever do Vouga,19
2670,2021,Silves,40
2671,2021,Sines,9
2672,2021,Sintra,109
2673,2021,Sobral de Monte Agraço,27
2674,2021,Soure,4
2675,2021,Sousel,7
2676,2021,Sátão,17
2677,2021,São Brás de Alportel,4
2678,2021,São João da Madeira,1
2679,2021,São João da Pesqueira,24
2680,2021,São Pedro do Sul,12
2681,2021,Tabuaço,7
2682,2021,Tarouca,13
2683,2021,Tavira,29
2684,2021,Terras de Bouro,24
2685,2021,Tomar,56
2686,2021,Tondela,18
2687,2021,Torre de Moncorvo,20
2688,2021,Torres Novas,23
2689,2021,Torres Vedras,75
2690,2021,Trancoso,15
2691,2021,Trofa,60
2692,2021,Tábua,5
2693,2021,VIZELA,1
2694,2021,Vagos,15
2695,2021,Vale de Cambra,18
2696,2021,Valença,55
2697,2021,Valongo,16
2698,2021,Valpaços,54
2699,2021,Vendas Novas,7
2700,2021,Viana do Alentejo,10
2701,2021,Viana do Castelo,87
2702,2021,Vidigueira,26
2703,2021,Vieira do Minho,95
2704,2021,Vila FLor,1
2705,2021,Vila Flor,4
2706,2021,Vila Franca de Xira,26
2707,2021,Vila Nova da Barquinha,4
2708,2021,Vila Nova de Cerveira,11
2709,2021,Vila Nova de Famalicão,59
2710,2021,Vila Nova de Foz Côa,29
2711,2021,Vila Nova de Gaia,114
2712,2021,Vila Nova de Paiva,42
2713,2021,Vila Nova de Poiares,2
2714,2021,Vila Pouca de Aguiar,77
2715,2021,Vila Real,60
2716,2021,Vila Real de Santo António,8
2717,2021,Vila Velha de Ródão,6
2718,2021,Vila Verde,66
2719,2021,Vila Viçosa,10
2720,2021,Vila de Rei,4
2721,2021,Vila do Bispo,3
2722,2021,Vila do Conde,11
2723,2021,Vimioso,10
2724,2021,Vinhais,33
2725,2021,Viseu,52
2726,2021,Vizela,18
2727,2021,Vouzela,8
2728,2021,Águeda,28
2729,2021,Évora,42
2730,2021,Ílhavo,11
2731,2021,Óbidos,11
2732,2022,Alandroal,1
2733,2022,Albergaria-a-velha,3
2734,2022,Albufeira,2
2735,2022,Alcanena,2
2736,2022,Alcochete,1
2737,2022,Alcoutim,2
2738,2022,Alcácer do Sal,2
2739,2022,Alenquer,10
2740,2022,Alfândega da Fé,1
2741,2022,Alijó,6
2742,2022,Aljezur,1
2743,2022,Almada,4
2744,2022,Almeida,4
2745,2022,Almeirim,2
2746,2022,Alpiarça,4
2747,2022,Alter do Chão,1
2748,2022,Amarante,12
2749,2022,Amares,4
2750,2022,Anadia,1
2751,2022,Arcos de Valdevez,71
2752,2022,Arouca,12
2753,2022,Arruda Dos Vinhos,2
2754,2022,Aveiro,4
2755,2022,Azambuja,6
2756,2022,Baião,15
2757,2022,Barcelos,6
2758,2022,Barreiro,1
2759,2022,Batalha,1
2760,2022,Beja,1
2761,2022,Bombarral,2
2762,2022,Boticas,30
2763,2022,Braga,13
2764,2022,Bragança,13
2765,2022,Cabeceiras de Basto,25
2766,2022,Cadaval,2
2767,2022,Caldas da Rainha,4
2768,2022,Campo Maior,1
2769,2022,Cantanhede,1
2770,2022,Carrazeda de Ansiães,5
2771,2022,Carregal do Sal,1
2772,2022,Castanheira de Pêra,1
2773,2022,Castelo de Paiva,3
2774,2022,Castelo de Vide,1
2775,2022,Castro Daire,39
2776,2022,Celorico de Basto,11
2777,2022,Chaves,21
2778,2022,Cinfães,35
2779,2022,Coimbra,2
2780,2022,Covilhã,4
2781,2022,Elvas,5
2782,2022,Esposende,2
2783,2022,Estarreja,3
2784,2022,Fafe,29
2785,2022,Faro,3
2786,2022,Felgueiras,17
2787,2022,Ferreira do Alentejo,1
2788,2022,Ferreira do Zêzere,1
