,ANO,CONCELHO,NCCO
957,2015,Vila Franca De Xira,4
958,2015,Vila Franca de Xira,77
959,2015,Vila Nova De Cerveira,2
960,2015,Vila Nova De Famalicão,20
961,2015,Vila Nova De Foz Côa,8
962,2015,Vila Nova De Gaia,24
963,2015,Vila Nova da Barquinha,12
964,2015,Vila Nova de Cerveira,31
965,2015,Vila Nova de Famalicão,100
966,2015,Vila Nova de Foz Côa,47
967,2015,Vila Nova de Gaia,262
968,2015,Vila Nova de Paiva,54
969,2015,Vila Nova de Poiares,14
970,2015,Vila Pouca De Aguiar,8
971,2015,Vila Pouca de Aguiar,106
972,2015,Vila Real,114
973,2015,Vila Real de Santo António,6
974,2015,Vila Velha De Ródão,1
975,2015,Vila Velha de Ródão,32
976,2015,Vila Verde,195
977,2015,Vila Viçosa,5
978,2015,Vila de Rei,6
979,2015,Vila do Bispo,12
980,2015,Vila do Conde,133
981,2015,Vimioso,32
982,2015,Vinhais,108
983,2015,Viseu,175
984,2015,Vizela,9
985,2015,Vouzela,21
986,2015,Águeda,87
987,2015,Évora,56
988,2015,Ílhavo,52
989,2015,Óbidos,63
990,2016,Abrantes,72
991,2016,Aguiar da Beira,17
992,2016,Alandroal,9
993,2016,Albergaria-a-Velha,5
994,2016,Albergaria-a-velha,59
995,2016,Albufeira,20
996,2016,Alcanena,39
997,2016,Alcobaça,57
998,2016,Alcochete,18
999,2016,Alcoutim,2
1000,2016,Alcácer Do Sal,5
1001,2016,Alcácer do Sal,24
1002,2016,Alenquer,143
1003,2016,Alfândega Da Fé,2
1004,2016,Alfândega da Fé,10
1005,2016,Alijó,22
1006,2016,Aljezur,12
1007,2016,Aljustrel,12
1008,2016,Almada,109
1009,2016,Almeida,28
1010,2016,Almeirim,17
1011,2016,Almodôvar,11
1012,2016,Alpiarça,31
1013,2016,Alter Do Chão,1
1014,2016,Alter do Chão,13
1015,2016,Alvaiázere,20
1016,2016,Alvito,8
1017,2016,Amadora,55
1018,2016,Amarante,273
1019,2016,Amares,50
1020,2016,Anadia,35
1021,2016,Ansião,18
1022,2016,Arcos De Valdevez,2
1023,2016,Arcos de Valdevez,223
1024,2016,Arganil,23
1025,2016,Armamar,13
1026,2016,Arouca,58
1027,2016,Arraiolos,14
1028,2016,Arronches,3
1029,2016,Arruda Dos Vinhos,50
1030,2016,Aveiro,94
1031,2016,Avis,10
1032,2016,Azambuja,81
1033,2016,Baião,140
1034,2016,Barcelos,122
1035,2016,Barrancos,1
1036,2016,Barreiro,50
1037,2016,Batalha,7
1038,2016,Beja,57
1039,2016,Belmonte,5
1040,2016,Benavente,66
1041,2016,Bombarral,28
1042,2016,Borba,8
1043,2016,Boticas,93
1044,2016,Braga,135
1045,2016,Bragança,68
1046,2016,Cabeceiras De Basto,1
1047,2016,Cabeceiras de Basto,115
1048,2016,Cadaval,25
1049,2016,Caldas Da Rainha,3
1050,2016,Caldas da Rainha,51
1051,2016,Caminha,48
1052,2016,Campo Maior,36
1053,2016,Cantanhede,37
1054,2016,Carrazeda De Ansiães,1
1055,2016,Carrazeda de Ansiães,27
1056,2016,Carregal Do Sal,1
1057,2016,Carregal do Sal,28
1058,2016,Cartaxo,44
1059,2016,Cascais,65
1060,2016,Castanheira de Pêra,15
1061,2016,Castelo Branco,96
1062,2016,Castelo De Paiva,1
1063,2016,Castelo de Paiva,32
1064,2016,Castelo de Vide,4
1065,2016,Castro Daire,123
1066,2016,Castro Marim,10
1067,2016,Castro Verde,6
1068,2016,Celorico da Beira,26
1069,2016,Celorico de Basto,172
1070,2016,Chamusca,15
1071,2016,Chaves,106
1072,2016,Cinfães,247
1073,2016,Coimbra,72
1074,2016,Condeixa-a-nova,16
1075,2016,Constância,19
1076,2016,Coruche,51
1077,2016,Covilhã,64
1078,2016,Crato,8
1079,2016,Cuba,10
1080,2016,Elvas,63
1081,2016,Entroncamento,12
1082,2016,Espinho,26
1083,2016,Esposende,21
1084,2016,Estarreja,37
1085,2016,Estremoz,35
1086,2016,Fafe,187
1087,2016,Faro,16
1088,2016,Felgueiras,365
1089,2016,Ferreira do Alentejo,8
1090,2016,Ferreira do Zêzere,10
1091,2016,Figueira Da Foz,2
1092,2016,Figueira da Foz,31
1093,2016,Figueira de Castelo Rodrigo,33
1094,2016,Figueiró Dos Vinhos,22
1095,2016,Figueiró dos Vinhos,1
1096,2016,Fornos de Algodres,21
1097,2016,Freixo De Espada À Cinta,8
1098,2016,Freixo de Espada À Cinta,54
1099,2016,Freixo de Espada à Cinta,2
1100,2016,Fronteira,5
1101,2016,Fundão,42
1102,2016,Gavião,10
1103,2016,Golegã,2
1104,2016,Gondomar,253
1105,2016,Gouveia,31
1106,2016,Grândola,44
1107,2016,Guarda,50
1108,2016,Guimarães,240
1109,2016,Góis,23
1110,2016,Idanha-a-Nova,1
1111,2016,Idanha-a-nova,32
1112,2016,Lagoa,21
1113,2016,Lagos,13
1114,2016,Lamego,89
1115,2016,Leiria,86
1116,2016,Lisboa,27
1117,2016,Loulé,40
1118,2016,Loures,48
1119,2016,Lourinhã,40
1120,2016,Lousada,327
1121,2016,Lousã,18
1122,2016,Macedo De Cavaleiros,2
1123,2016,Macedo de Cavaleiros,17
1124,2016,Mafra,68
1125,2016,Maia,146
1126,2016,Mangualde,31
1127,2016,Manteigas,4
1128,2016,Marco De Canaveses,1
1129,2016,Marco de Canaveses,264
1130,2016,Marinha Grande,30
1131,2016,Marvão,9
1132,2016,Matosinhos,60
1133,2016,Mação,17
1134,2016,Mealhada,26
1135,2016,Melgaço,27
1136,2016,Mesão Frio,21
1137,2016,Mira,26
1138,2016,Miranda Do Corvo,1
1139,2016,Miranda Do Douro,1
1140,2016,Miranda do Corvo,25
1141,2016,Miranda do Douro,19
1142,2016,Mirandela,53
1143,2016,Mogadouro,33
1144,2016,Moimenta Da Beira,2
1145,2016,Moimenta da Beira,28
1146,2016,Moita,88
1147,2016,Monchique,12
1148,2016,Mondim De Basto,7
1149,2016,Mondim de Basto,19
1150,2016,Monforte,7
1151,2016,Montalegre,292
1152,2016,Montemor-o-Novo,13
1153,2016,Montemor-o-Velho,1
1154,2016,Montemor-o-novo,9
1155,2016,Montemor-o-velho,33
1156,2016,Montijo,67
1157,2016,Monção,87
1158,2016,Mora,9
1159,2016,Mortágua,5
1160,2016,Moura,25
1161,2016,Mourão,3
1162,2016,Murtosa,6
1163,2016,Murça,31
1164,2016,Mértola,11
1165,2016,Mêda,30
1166,2016,Nazaré,20
1167,2016,Nelas,27
1168,2016,Nisa,13
1169,2016,Odemira,39
1170,2016,Odivelas,8
1171,2016,Oeiras,22
1172,2016,Oleiros,8
1173,2016,Olhão,23
1174,2016,Oliveira De Azeméis,3
1175,2016,Oliveira De Frades,2
1176,2016,Oliveira Do Bairro,1
1177,2016,Oliveira Do Hospital,9
1178,2016,Oliveira de Azeméis,60
1179,2016,Oliveira de Frades,34
1180,2016,Oliveira do Bairro,48
1181,2016,Oliveira do Hospital,38
1182,2016,Ourique,8
1183,2016,Ourém,76
1184,2016,Ovar,63
1185,2016,Palmela,148
1186,2016,Pampilhosa da Serra,5
1187,2016,Paredes,637
1188,2016,Paredes De Coura,2
1189,2016,Paredes de Coura,94
1190,2016,Paços De Ferreira,5
1191,2016,Paços de Ferreira,234
1192,2016,Pedrógão Grande,25
1193,2016,Penacova,16
1194,2016,Penafiel,543
1195,2016,Penalva Do Castelo,2
1196,2016,Penalva do Castelo,8
1197,2016,Penamacor,12
1198,2016,Penedono,9
1199,2016,Penela,21
1200,2016,Peniche,34
1201,2016,Peso Da Régua,1
1202,2016,Peso da Régua,20
1203,2016,Pinhel,31
1204,2016,Pombal,72
1205,2016,Ponte De Lima,6
1206,2016,Ponte De Sor,4
1207,2016,Ponte da Barca,139
1208,2016,Ponte de Lima,237
1209,2016,Ponte de Sor,22
1210,2016,Portalegre,19
1211,2016,Portel,9
1212,2016,Portimão,22
1213,2016,Porto de Mós,25
1214,2016,Proença-a-nova,20
1215,2016,Póvoa De Lanhoso,4
1216,2016,Póvoa De Varzim,1
1217,2016,Póvoa de Lanhoso,191
1218,2016,Póvoa de Varzim,38
1219,2016,Redondo,15
1220,2016,Reguengos De Monsaraz,2
1221,2016,Reguengos de Monsaraz,22
1222,2016,Resende,95
1223,2016,Ribeira De Pena,2
1224,2016,Ribeira de Pena,38
1225,2016,Rio Maior,39
1226,2016,Sabrosa,14
1227,2016,Sabugal,35
1228,2016,Salvaterra de Magos,33
1229,2016,Santa Comba Dão,20
1230,2016,Santa Maria Da Feira,9
1231,2016,Santa Maria da Feira,109
1232,2016,Santa Marta de Penaguião,24
1233,2016,Santarém,111
1234,2016,Santiago do Cacém,54
1235,2016,Santo Tirso,267
1236,2016,Sardoal,10
1237,2016,Seia,54
1238,2016,Seixal,99
1239,2016,Sernancelhe,23
1240,2016,Serpa,23
1241,2016,Sertã,57
1242,2016,Sesimbra,22
1243,2016,Setúbal,56
1244,2016,Sever Do Vouga,5
1245,2016,Sever do Vouga,47
1246,2016,Silves,43
1247,2016,Sines,20
1248,2016,Sintra,215
1249,2016,Sobral De Monte Agraço,5
1250,2016,Sobral de Monte Agraço,47
1251,2016,Soure,30
1252,2016,Sousel,10
1253,2016,Sátão,15
1254,2016,São Brás de Alportel,8
1255,2016,São João Da Pesqueira,1
1256,2016,São João da Madeira,2
1257,2016,São João da Pesqueira,28
1258,2016,São Pedro Do Sul,2
1259,2016,São Pedro do Sul,16
1260,2016,Tabuaço,5
1261,2016,Tarouca,32
1262,2016,Tavira,19
1263,2016,Terras de Bouro,59
1264,2016,Tomar,88
1265,2016,Tondela,46
1266,2016,Torre De Moncorvo,1
1267,2016,Torre de Moncorvo,52
1268,2016,Torres Novas,30
1269,2016,Torres Vedras,155
1270,2016,Trancoso,35
1271,2016,Trofa,118
1272,2016,Tábua,16
1273,2016,VIZELA,11
1274,2016,Vagos,30
1275,2016,Vale De Cambra,1
1276,2016,Vale de Cambra,30
1277,2016,Valença,77
1278,2016,Valongo,200
1279,2016,Valpaços,107
1280,2016,Vendas Novas,10
1281,2016,Viana Do Castelo,16
1282,2016,Viana do Alentejo,7
1283,2016,Viana do Castelo,133
1284,2016,Vidigueira,23
1285,2016,Vieira do Minho,92
1286,2016,Vila Do Conde,16
1287,2016,Vila FLor,4
1288,2016,Vila Flor,17
1289,2016,Vila Franca De Xira,2
1290,2016,Vila Franca de Xira,24
1291,2016,Vila Nova De Cerveira,3
1292,2016,Vila Nova De Famalicão,1
1293,2016,Vila Nova De Foz Côa,1
1294,2016,Vila Nova De Gaia,1
1295,2016,Vila Nova De Paiva,2
1296,2016,Vila Nova De Poiares,1
1297,2016,Vila Nova da Barquinha,8
1298,2016,Vila Nova de Cerveira,15
1299,2016,Vila Nova de Famalicão,167
1300,2016,Vila Nova de Foz Côa,43
1301,2016,Vila Nova de Gaia,277
1302,2016,Vila Nova de Paiva,29
1303,2016,Vila Nova de Poiares,12
1304,2016,Vila Pouca De Aguiar,6
1305,2016,Vila Pouca de Aguiar,82
1306,2016,Vila Real,87
1307,2016,Vila Real de Santo António,9
1308,2016,Vila Velha De Ródão,8
1309,2016,Vila Velha de Ródão,43
1310,2016,Vila Verde,182
1311,2016,Vila Viçosa,6
1312,2016,Vila de Rei,2
1313,2016,Vila do Bispo,4
1314,2016,Vila do Conde,119
1315,2016,Vimioso,18
1316,2016,Vinhais,60
1317,2016,Viseu,160
1318,2016,Vizela,9
1319,2016,Vouzela,11
1320,2016,Águeda,83
1321,2016,Évora,31
1322,2016,Ílhavo,28
1323,2016,Óbidos,70
1324,2017,Abrantes,100
1325,2017,Aguiar da Beira,12
1326,2017,Alandroal,10
1327,2017,Albergaria-a-Velha,2
1328,2017,Albergaria-a-velha,86
1329,2017,Albufeira,26
1330,2017,Alcanena,49
1331,2017,Alcobaça,119
1332,2017,Alcochete,19
1333,2017,Alcoutim,3
1334,2017,Alcácer do Sal,39
1335,2017,Alenquer,207
1336,2017,Alfândega da Fé,37
1337,2017,Alijó,48
1338,2017,Aljezur,19
1339,2017,Aljustrel,27
1340,2017,Almada,93
1341,2017,Almeida,23
1342,2017,Almeirim,32
1343,2017,Almodôvar,15
1344,2017,Alpiarça,14
1345,2017,Alter do Chão,11
1346,2017,Alvaiázere,27
1347,2017,Alvito,3
1348,2017,Amadora,33
1349,2017,Amarante,452
1350,2017,Amares,65
1351,2017,Anadia,47
1352,2017,Ansião,23
1353,2017,Arcos de Valdevez,282
1354,2017,Arganil,30
1355,2017,Armamar,42
1356,2017,Arouca,120
1357,2017,Arraiolos,19
1358,2017,Arronches,14
1359,2017,Arruda Dos Vinhos,32
1360,2017,Aveiro,183
1361,2017,Avis,12
1362,2017,Azambuja,73
1363,2017,Baião,164
1364,2017,Barcelos,150
1365,2017,Barrancos,2
1366,2017,Barreiro,42
1367,2017,Batalha,19
1368,2017,Beja,64
1369,2017,Belmonte,19
1370,2017,Benavente,49
1371,2017,Bombarral,35
1372,2017,Borba,15
1373,2017,Boticas,94
1374,2017,Braga,118
1375,2017,Bragança,151
1376,2017,Cabeceiras de Basto,153
1377,2017,Cadaval,50
1378,2017,Caldas da Rainha,80
1379,2017,Caminha,62
1380,2017,Campo Maior,51
1381,2017,Cantanhede,71
1382,2017,Carrazeda de Ansiães,50
1383,2017,Carregal do Sal,26
1384,2017,Cartaxo,31
1385,2017,Cascais,70
1386,2017,Castanheira de Pêra,14
1387,2017,Castelo Branco,172
1388,2017,Castelo de Paiva,96
1389,2017,Castelo de Vide,8
1390,2017,Castro Daire,227
1391,2017,Castro Marim,11
1392,2017,Castro Verde,15
1393,2017,Celorico da Beira,48
1394,2017,Celorico de Basto,163
1395,2017,Chamusca,29
1396,2017,Chaves,132
1397,2017,Cinfães,202
1398,2017,Coimbra,123
1399,2017,Condeixa-a-Nova,1
1400,2017,Condeixa-a-nova,34
1401,2017,Constância,10
1402,2017,Coruche,55
1403,2017,Covilhã,115
1404,2017,Crato,9
1405,2017,Cuba,12
1406,2017,Elvas,76
1407,2017,Entroncamento,10
1408,2017,Espinho,33
1409,2017,Esposende,31
1410,2017,Estarreja,95
1411,2017,Estremoz,25
1412,2017,Fafe,206
1413,2017,Faro,42
1414,2017,Felgueiras,390
1415,2017,Ferreira do Alentejo,24
1416,2017,Ferreira do Zêzere,38
1417,2017,Figueira da Foz,81
1418,2017,Figueira de Castelo Rodrigo,46
1419,2017,Figueiró Dos Vinhos,13
1420,2017,Figueiró dos Vinhos,1
1421,2017,Fornos de Algodres,10
1422,2017,Freixo de Espada À Cinta,47
1423,2017,Fronteira,15
1424,2017,Fundão,73
1425,2017,Gavião,17
1426,2017,Golegã,8
1427,2017,Gondomar,383
1428,2017,Gouveia,56
1429,2017,Grândola,32
1430,2017,Guarda,69
1431,2017,Guimarães,276
1432,2017,Góis,19
1433,2017,Idanha-a-nova,54
1434,2017,Lagoa,16
1435,2017,Lagos,20
1436,2017,Lamego,110
1437,2017,Leiria,123
1438,2017,Lisboa,30
1439,2017,Loulé,53
1440,2017,Loures,59
1441,2017,Lourinhã,66
1442,2017,Lousada,279
1443,2017,Lousã,28
1444,2017,Macedo de Cavaleiros,63
1445,2017,Mafra,93
1446,2017,Maia,177
1447,2017,Mangualde,99
1448,2017,Manteigas,3
1449,2017,Marco de Canaveses,231
1450,2017,Marinha Grande,42
1451,2017,Marvão,11
1452,2017,Matosinhos,73
1453,2017,Mação,32
1454,2017,Mealhada,46
1455,2017,Melgaço,29
1456,2017,Mesão Frio,40
1457,2017,Mira,41
1458,2017,Miranda do Corvo,33
1459,2017,Miranda do Douro,33
1460,2017,Mirandela,94
1461,2017,Mogadouro,63
1462,2017,Moimenta da Beira,55
1463,2017,Moita,73
1464,2017,Monchique,17
1465,2017,Mondim de Basto,87
1466,2017,Monforte,10
1467,2017,Montalegre,314
1468,2017,Montemor-o-Velho,2
1469,2017,Montemor-o-novo,24
1470,2017,Montemor-o-velho,52
1471,2017,Montijo,67
1472,2017,Monção,88
1473,2017,Mora,17
1474,2017,Mortágua,13
1475,2017,Moura,39
1476,2017,Mourão,7
1477,2017,Murtosa,40
1478,2017,Murça,50
1479,2017,Mértola,19
1480,2017,Mêda,63
1481,2017,Nazaré,11
1482,2017,Nelas,44
1483,2017,Nisa,25
1484,2017,Odemira,56
1485,2017,Odivelas,14
1486,2017,Oeiras,43
1487,2017,Oleiros,22
1488,2017,Olhão,30
1489,2017,Oliveira de Azeméis,143
1490,2017,Oliveira de Frades,56
1491,2017,Oliveira do Bairro,104
1492,2017,Oliveira do Hospital,59
1493,2017,Ourique,10
1494,2017,Ourém,96
1495,2017,Ovar,42
1496,2017,Palmela,109
1497,2017,Pampilhosa da Serra,12
1498,2017,Paredes,438
1499,2017,Paredes de Coura,81
1500,2017,Paços de Ferreira,268
1501,2017,Pedrógão Grande,29
1502,2017,Penacova,36
1503,2017,Penafiel,585
1504,2017,Penalva do Castelo,24
1505,2017,Penamacor,23
1506,2017,Penedono,49
1507,2017,Penela,14
1508,2017,Peniche,73
1509,2017,Peso da Régua,25
1510,2017,Pinhel,51
1511,2017,Pombal,128
1512,2017,Ponte da Barca,155
1513,2017,Ponte de Lima,209
1514,2017,Ponte de Sor,45
1515,2017,Portalegre,32
1516,2017,Portel,15
1517,2017,Portimão,27
1518,2017,Porto de Mós,41
1519,2017,Proença-a-nova,23
1520,2017,Póvoa de Lanhoso,190
1521,2017,Póvoa de Varzim,89
1522,2017,Redondo,12
1523,2017,Reguengos de Monsaraz,33
1524,2017,Resende,115
1525,2017,Ribeira de Pena,86
1526,2017,Rio Maior,33
1527,2017,Sabrosa,46
1528,2017,Sabugal,67
1529,2017,Salvaterra de Magos,84
1530,2017,Santa Comba Dão,30
1531,2017,Santa Maria da Feira,280
1532,2017,Santa Marta de Penaguião,39
1533,2017,Santarém,98
1534,2017,Santiago do Cacém,26
1535,2017,Santo Tirso,290
1536,2017,Sardoal,24
1537,2017,Seia,68
1538,2017,Seixal,101
1539,2017,Sernancelhe,72
1540,2017,Serpa,29
1541,2017,Sertã,73
1542,2017,Sesimbra,20
1543,2017,Setúbal,79
1544,2017,Sever do Vouga,56
1545,2017,Silves,56
1546,2017,Sines,19
1547,2017,Sintra,249
1548,2017,Sobral de Monte Agraço,40
1549,2017,Soure,33
1550,2017,Sousel,8
1551,2017,Sátão,22
1552,2017,São Brás de Alportel,16
1553,2017,São João da Madeira,12
1554,2017,São João da Pesqueira,42
1555,2017,São Pedro do Sul,54
1556,2017,Tabuaço,24
1557,2017,Tarouca,59
1558,2017,Tavira,38
1559,2017,Terras de Bouro,81
1560,2017,Tomar,162
1561,2017,Tondela,131
1562,2017,Torre de Moncorvo,100
1563,2017,Torres Novas,60
1564,2017,Torres Vedras,174
1565,2017,Trancoso,65
1566,2017,Trofa,191
1567,2017,Tábua,64
1568,2017,VIZELA,1
1569,2017,Vagos,66
1570,2017,Vale de Cambra,55
1571,2017,Valença,42
1572,2017,Valongo,158
1573,2017,Valpaços,217
1574,2017,Vendas Novas,23
1575,2017,Viana do Alentejo,17
1576,2017,Viana do Castelo,183
1577,2017,Vidigueira,41
1578,2017,Vieira do Minho,165
1579,2017,Vila FLor,1
1580,2017,Vila Flor,42
1581,2017,Vila Franca de Xira,40
1582,2017,Vila Nova da Barquinha,19
1583,2017,Vila Nova de Cerveira,32
1584,2017,Vila Nova de Famalicão,189
1585,2017,Vila Nova de Foz Côa,58
1586,2017,Vila Nova de Gaia,359
1587,2017,Vila Nova de Paiva,107
1588,2017,Vila Nova de Poiares,8
1589,2017,Vila Pouca de Aguiar,117
1590,2017,Vila Real,128
1591,2017,Vila Real de Santo António,15
1592,2017,Vila Velha de Ródão,49
1593,2017,Vila Verde,192
1594,2017,Vila Viçosa,6
1595,2017,Vila de Rei,13
1596,2017,Vila do Bispo,5
1597,2017,Vila do Conde,202
1598,2017,Vimioso,50
1599,2017,Vinhais,123
1600,2017,Viseu,211
1601,2017,Vizela,39
1602,2017,Vouzela,43
1603,2017,Águeda,121
1604,2017,Évora,62
1605,2017,Ílhavo,34
1606,2017,Óbidos,102
1607,2018,Abrantes,65
1608,2018,Aguiar da Beira,11
1609,2018,Alandroal,3
1610,2018,Albergaria-a-Velha,1
1611,2018,Albergaria-a-velha,90
1612,2018,Albufeira,20
1613,2018,Alcanena,24
1614,2018,Alcobaça,22
1615,2018,Alcochete,20
1616,2018,Alcoutim,4
1617,2018,Alcácer do Sal,20
1618,2018,Alenquer,107
1619,2018,Alfândega da Fé,45
1620,2018,Alijó,36
1621,2018,Aljezur,23
1622,2018,Aljustrel,11
1623,2018,Almada,61
1624,2018,Almeida,16
1625,2018,Almeirim,30
1626,2018,Almodôvar,16
1627,2018,Alpiarça,14
1628,2018,Alter do Chão,7
1629,2018,Alvaiázere,11
1630,2018,Alvito,6
1631,2018,Amadora,57
1632,2018,Amarante,181
1633,2018,Amares,41
1634,2018,Anadia,35
1635,2018,Ansião,22
1636,2018,Arcos de Valdevez,149
1637,2018,Arganil,4
1638,2018,Armamar,28
1639,2018,Arouca,88
1640,2018,Arraiolos,11
1641,2018,Arronches,5
1642,2018,Arruda Dos Vinhos,35
1643,2018,Aveiro,47
1644,2018,Avis,8
1645,2018,Azambuja,54
1646,2018,Baião,116
1647,2018,Barcelos,130
1648,2018,Barrancos,2
1649,2018,Barreiro,10
1650,2018,Batalha,17
1651,2018,Beja,37
1652,2018,Belmonte,19
1653,2018,Benavente,54
1654,2018,Bombarral,6
1655,2018,Borba,9
1656,2018,Boticas,40
1657,2018,Braga,88
1658,2018,Bragança,79
1659,2018,Cabeceiras de Basto,86
1660,2018,Cadaval,22
1661,2018,Caldas da Rainha,37
1662,2018,Caminha,49
1663,2018,Campo Maior,39
1664,2018,Cantanhede,38
1665,2018,Carrazeda de Ansiães,52
1666,2018,Carregal do Sal,6
1667,2018,Cartaxo,22
1668,2018,Cascais,58
1669,2018,Castanheira de Pêra,5
1670,2018,Castelo Branco,111
1671,2018,Castelo de Paiva,50
1672,2018,Castelo de Vide,11
1673,2018,Castro Daire,75
1674,2018,Castro Marim,19
1675,2018,Castro Verde,9
1676,2018,Celorico da Beira,9
1677,2018,Celorico de Basto,129
1678,2018,Chamusca,20
1679,2018,Chaves,67
1680,2018,Cinfães,120
1681,2018,Coimbra,46
1682,2018,Condeixa-a-nova,17
1683,2018,Constância,7
1684,2018,Coruche,51
1685,2018,Covilhã,62
1686,2018,Crato,11
1687,2018,Cuba,12
1688,2018,Elvas,47
1689,2018,Entroncamento,1
1690,2018,Espinho,26
1691,2018,Esposende,21
1692,2018,Estarreja,30
1693,2018,Estremoz,24
1694,2018,Fafe,108
1695,2018,Faro,26
1696,2018,Felgueiras,129
1697,2018,Ferreira do Alentejo,13
1698,2018,Ferreira do Zêzere,14
1699,2018,Figueira da Foz,28
1700,2018,Figueira de Castelo Rodrigo,15
1701,2018,Figueiró Dos Vinhos,10
1702,2018,Figueiró dos Vinhos,1
1703,2018,Fornos de Algodres,9
1704,2018,Freixo de Espada À Cinta,34
1705,2018,Fundão,73
1706,2018,Gavião,9
1707,2018,Golegã,2
1708,2018,Gondomar,203
1709,2018,Gouveia,10
1710,2018,Grândola,20
1711,2018,Guarda,28
1712,2018,Guimarães,183
1713,2018,Góis,2
1714,2018,Idanha-a-Nova,1
1715,2018,Idanha-a-nova,46
1716,2018,Lagoa,13
1717,2018,Lagos,20
1718,2018,Lamego,50
1719,2018,Leiria,61
1720,2018,Lisboa,15
1721,2018,Loulé,60
1722,2018,Loures,64
1723,2018,Lourinhã,37
1724,2018,Lousada,134
1725,2018,Lousã,11
1726,2018,Macedo de Cavaleiros,31
1727,2018,Mafra,74
1728,2018,Maia,109
1729,2018,Mangualde,28
1730,2018,Manteigas,2
1731,2018,Marco de Canaveses,146
1732,2018,Marinha Grande,12
1733,2018,Marvão,8
1734,2018,Matosinhos,68
1735,2018,Mação,9
1736,2018,Mealhada,28
1737,2018,Melgaço,26
1738,2018,Mesão Frio,13
1739,2018,Mira,12
1740,2018,Miranda do Corvo,20
1741,2018,Miranda do Douro,42
1742,2018,Mirandela,41
1743,2018,Mogadouro,37
1744,2018,Moimenta da Beira,37
1745,2018,Moita,35
1746,2018,Monchique,24
1747,2018,Mondim de Basto,20
1748,2018,Monforte,6
1749,2018,Montalegre,119
1750,2018,Montemor-o-Novo,1
1751,2018,Montemor-o-novo,11
1752,2018,Montemor-o-velho,14
1753,2018,Montijo,36
1754,2018,Monção,47
1755,2018,Mora,6
1756,2018,Mortágua,15
1757,2018,Moura,31
1758,2018,Mourão,9
1759,2018,Murtosa,18
1760,2018,Murça,27
1761,2018,Mértola,14
1762,2018,Mêda,23
1763,2018,Nazaré,4
1764,2018,Nelas,27
1765,2018,Nisa,18
1766,2018,Odemira,27
1767,2018,Odivelas,35
1768,2018,Oeiras,36
1769,2018,Oleiros,18
1770,2018,Olhão,19
1771,2018,Oliveira de Azeméis,158
1772,2018,Oliveira de Frades,12
1773,2018,Oliveira do Bairro,34
1774,2018,Oliveira do Hospital,4
1775,2018,Ourique,15
1776,2018,Ourém,82
1777,2018,Ovar,24
1778,2018,Palmela,69
1779,2018,Pampilhosa da Serra,9
1780,2018,Paredes,345
1781,2018,Paredes de Coura,52
1782,2018,Paços de Ferreira,126
1783,2018,Pedrógão Grande,12
1784,2018,Penacova,15
1785,2018,Penafiel,228
1786,2018,Penalva do Castelo,17
1787,2018,Penamacor,19
1788,2018,Penedono,46
1789,2018,Penela,10
1790,2018,Peniche,22
1791,2018,Peso da Régua,11
1792,2018,Pinhel,11
1793,2018,Pombal,58
1794,2018,Ponte da Barca,124
1795,2018,Ponte de Lima,204
1796,2018,Ponte de Sor,25
1797,2018,Portalegre,29
1798,2018,Portel,13
1799,2018,Portimão,13
1800,2018,Porto de Mós,21
1801,2018,Proença-a-nova,25
1802,2018,Póvoa de Lanhoso,106
1803,2018,Póvoa de Varzim,47
1804,2018,Redondo,7
1805,2018,Reguengos de Monsaraz,14
1806,2018,Resende,41
1807,2018,Ribeira de Pena,54
1808,2018,Rio Maior,16
1809,2018,Sabrosa,24
1810,2018,Sabugal,42
1811,2018,Salvaterra de Magos,23
1812,2018,Santa Comba Dão,5
1813,2018,Santa Maria da Feira,227
1814,2018,Santa Marta de Penaguião,21
1815,2018,Santarém,48
1816,2018,Santiago do Cacém,21
1817,2018,Santo Tirso,171
1818,2018,Sardoal,19
1819,2018,Seia,20
1820,2018,Seixal,62
1821,2018,Sernancelhe,84
1822,2018,Serpa,19
1823,2018,Sertã,28
1824,2018,Sesimbra,16
1825,2018,Setúbal,18
1826,2018,Sever do Vouga,44
1827,2018,Silves,56
1828,2018,Sines,12
1829,2018,Sintra,204
1830,2018,Sobral de Monte Agraço,26
1831,2018,Soure,18
1832,2018,Sousel,4
1833,2018,Sátão,25
1834,2018,São Brás de Alportel,12
1835,2018,São João da Madeira,22
1836,2018,São João da Pesqueira,33
1837,2018,São Pedro do Sul,32
1838,2018,Tabuaço,35
1839,2018,Tarouca,44
1840,2018,Tavira,33
1841,2018,Terras de Bouro,44
1842,2018,Tomar,95
1843,2018,Tondela,51
1844,2018,Torre de Moncorvo,55
1845,2018,Torres Novas,40
1846,2018,Torres Vedras,121
1847,2018,Trancoso,23
1848,2018,Trofa,44
1849,2018,Tábua,15
1850,2018,VIZELA,1
1851,2018,Vagos,24
1852,2018,Vale de Cambra,91
1853,2018,Valença,75
1854,2018,Valongo,79
1855,2018,Valpaços,126
1856,2018,Vendas Novas,6
1857,2018,Viana do Alentejo,6
1858,2018,Viana do Castelo,139
1859,2018,Vidigueira,23
1860,2018,Vieira do Minho,78
1861,2018,Vila FLor,1
1862,2018,Vila Flor,41
1863,2018,Vila Franca de Xira,50
1864,2018,Vila Nova da Barquinha,4
1865,2018,Vila Nova de Cerveira,28
