ANO,DISTRITO,CONCELHO,NCCO
2015,Viseu,Castro Daire,109
2015,Viseu,Cinfães,297
2015,Viseu,Lamego,68
2015,Viseu,Mangualde,72
2015,Viseu,Moimenta da Beira,45
2015,Viseu,Mortágua,8
2015,Viseu,Nelas,41
2015,Viseu,Oliveira de Frades,56
2015,Viseu,Penalva do Castelo,14
2015,Viseu,Penedono,15
2015,Viseu,Resende,131
2015,Viseu,Santa Comba Dão,14
2015,Viseu,Sernancelhe,42
2015,Viseu,Sátão,19
2015,Viseu,São João da Pesqueira,44
2015,Viseu,São Pedro do Sul,36
2015,Viseu,Tabuaço,14
2015,Viseu,Tarouca,38
2015,Viseu,Tondela,68
2015,Viseu,Vila Nova de Paiva,54
2015,Viseu,Viseu,175
2015,Viseu,Vouzela,21
2015,Évora,Alandroal,13
2015,Évora,Arraiolos,18
2015,Évora,Borba,10
2015,Évora,Estremoz,24
2015,Évora,Montemor-o-Novo,25
2015,Évora,Mora,12
2015,Évora,Mourão,10
2015,Évora,Portel,18
2015,Évora,Redondo,14
2015,Évora,Reguengos de Monsaraz,22
2015,Évora,Vendas Novas,19
2015,Évora,Viana do Alentejo,4
2015,Évora,Vila Viçosa,5
2015,Évora,Évora,56
2016,Aveiro,Albergaria-a-Velha,64
2016,Aveiro,Anadia,35
2016,Aveiro,Arouca,58
2016,Aveiro,Aveiro,94
2016,Aveiro,Castelo de Paiva,33
2016,Aveiro,Espinho,26
2016,Aveiro,Estarreja,37
2016,Aveiro,Mealhada,26
2016,Aveiro,Murtosa,6
2016,Aveiro,Oliveira de Azeméis,63
2016,Aveiro,Oliveira do Bairro,49
2016,Aveiro,Ovar,63
2016,Aveiro,Santa Maria da Feira,118
2016,Aveiro,Sever do Vouga,52
2016,Aveiro,São João da Madeira,2
2016,Aveiro,Vagos,30
2016,Aveiro,Vale de Cambra,31
2016,Aveiro,Águeda,83
2016,Aveiro,Ílhavo,28
2016,Beja,Aljustrel,12
2016,Beja,Almodôvar,11
2016,Beja,Alvito,8
2016,Beja,Barrancos,1
2016,Beja,Beja,57
2016,Beja,Castro Verde,6
2016,Beja,Cuba,10
2016,Beja,Ferreira do Alentejo,8
2016,Beja,Moura,25
2016,Beja,Mértola,11
2016,Beja,Odemira,39
2016,Beja,Ourique,8
2016,Beja,Serpa,23
2016,Beja,Vidigueira,23
2016,Braga,Amares,50
2016,Braga,Barcelos,122
2016,Braga,Braga,135
2016,Braga,Cabeceiras de Basto,116
2016,Braga,Celorico de Basto,172
2016,Braga,Esposende,21
2016,Braga,Fafe,187
2016,Braga,Guimarães,240
2016,Braga,Póvoa de Lanhoso,195
2016,Braga,Terras de Bouro,59
2016,Braga,Vieira do Minho,92
2016,Braga,Vila Nova de Famalicão,168
2016,Braga,Vila Verde,182
2016,Braga,Vizela,20
2016,Bragança,Alfândega da Fé,12
2016,Bragança,Bragança,68
2016,Bragança,Carrazeda de Ansiães,28
2016,Bragança,Freixo de Espada à Cinta,64
2016,Bragança,Macedo de Cavaleiros,19
2016,Bragança,Miranda do Douro,20
2016,Bragança,Mirandela,53
2016,Bragança,Mogadouro,33
2016,Bragança,Torre de Moncorvo,53
2016,Bragança,Vila Flor,21
2016,Bragança,Vimioso,18
2016,Bragança,Vinhais,60
2016,Castelo Branco,Belmonte,5
2016,Castelo Branco,Castelo Branco,96
2016,Castelo Branco,Covilhã,64
2016,Castelo Branco,Fundão,42
2016,Castelo Branco,Idanha-a-Nova,33
2016,Castelo Branco,Oleiros,8
2016,Castelo Branco,Penamacor,12
2016,Castelo Branco,Proença-a-Nova,20
2016,Castelo Branco,Sertã,57
2016,Castelo Branco,Vila de Rei,2
2016,Castelo Branco,Vila Velha de Ródão,51
2016,Coimbra,Arganil,23
2016,Coimbra,Cantanhede,37
2016,Coimbra,Coimbra,72
2016,Coimbra,Condeixa-a-Nova,16
2016,Coimbra,Figueira da Foz,33
2016,Coimbra,Góis,23
2016,Coimbra,Lousã,18
2016,Coimbra,Mira,26
2016,Coimbra,Miranda do Corvo,26
2016,Coimbra,Montemor-o-Velho,34
2016,Coimbra,Oliveira do Hospital,47
2016,Coimbra,Pampilhosa da Serra,5
2016,Coimbra,Penacova,16
2016,Coimbra,Penela,21
2016,Coimbra,Soure,30
2016,Coimbra,Tábua,16
2016,Coimbra,Vila Nova de Poiares,13
2016,Faro,Albufeira,20
2016,Faro,Alcoutim,2
2016,Faro,Aljezur,12
2016,Faro,Castro Marim,10
2016,Faro,Faro,16
2016,Faro,lagoa,21
2016,Faro,Lagos,13
2016,Faro,Loulé,40
2016,Faro,Monchique,12
2016,Faro,Olhão,23
2016,Faro,Portimão,22
2016,Faro,Silves,43
2016,Faro,São Brás de Alportel,8
2016,Faro,Tavira,19
2016,Faro,Vila do Bispo,4
2016,Faro,Vila Real de Santo António,9
2016,Guarda,Aguiar da Beira,17
2016,Guarda,Almeida,28
2016,Guarda,Celorico da Beira,26
2016,Guarda,Figueira de Castelo Rodrigo,33
2016,Guarda,Fornos de Algodres,21
2016,Guarda,Gouveia,31
2016,Guarda,Guarda,50
2016,Guarda,Manteigas,4
2016,Guarda,mêda,30
2016,Guarda,Pinhel,31
2016,Guarda,Sabugal,35
2016,Guarda,Seia,54
2016,Guarda,Trancoso,35
2016,Guarda,Vila Nova de Foz Côa,44
2016,Leiria,Alcobaça,57
2016,Leiria,Alvaiázere,20
2016,Leiria,Ansião,18
2016,Leiria,Batalha,7
2016,Leiria,Bombarral,28
2016,Leiria,Caldas da Rainha,54
2016,Leiria,Castanheira de Pêra,15
2016,Leiria,Figueiró dos Vinhos,23
2016,Leiria,Leiria,86
2016,Leiria,Marinha Grande,30
2016,Leiria,Nazaré,20
2016,Leiria,Pedrógão Grande,25
2016,Leiria,Peniche,34
2016,Leiria,Pombal,72
2016,Leiria,Porto de Mós,25
2016,Leiria,Óbidos,70
2016,Lisboa,Alenquer,143
2016,Lisboa,Amadora,55
2016,Lisboa,Arruda dos Vinhos,50
2016,Lisboa,Azambuja,81
2016,Lisboa,Cadaval,25
2016,Lisboa,Cascais,65
2016,Lisboa,Lisboa,27
2016,Lisboa,Loures,48
2016,Lisboa,Lourinhã,40
2016,Lisboa,Mafra,68
2016,Lisboa,Odivelas,8
2016,Lisboa,Oeiras,22
2016,Lisboa,Sintra,215
2016,Lisboa,Sobral de Monte Agraço,52
2016,Lisboa,Torres Vedras,155
2016,Lisboa,Vila Franca de Xira,26
2016,Portalegre,Alter do Chão,14
2016,Portalegre,Arronches,3
2016,Portalegre,Avis,10
2016,Portalegre,Campo Maior,36
2016,Portalegre,Castelo de Vide,4
2016,Portalegre,Crato,8
2016,Portalegre,Elvas,63
2016,Portalegre,Fronteira,5
2016,Portalegre,Gavião,10
2016,Portalegre,Marvão,9
2016,Portalegre,Monforte,7
2016,Portalegre,Nisa,13
2016,Portalegre,Ponte de Sor,26
2016,Portalegre,Portalegre,19
2016,Portalegre,Sousel,10
2016,Porto,Amarante,273
2016,Porto,Baião,140
2016,Porto,Felgueiras,365
2016,Porto,Gondomar,253
2016,Porto,Lousada,327
2016,Porto,Maia,146
2016,Porto,Marco de Canaveses,265
2016,Porto,Matosinhos,60
2016,Porto,Paredes,637
2016,Porto,Paços de Ferreira,239
2016,Porto,Penafiel,543
2016,Porto,Póvoa de Varzim,39
2016,Porto,Santo Tirso,267
2016,Porto,Trofa,118
2016,Porto,Valongo,200
2016,Porto,Vila do Conde,135
2016,Porto,Vila Nova de Gaia,278
2016,Santarém,Abrantes,72
2016,Santarém,Alcanena,39
2016,Santarém,Almeirim,17
2016,Santarém,Alpiarça,31
2016,Santarém,Benavente,66
2016,Santarém,Cartaxo,44
2016,Santarém,Chamusca,15
2016,Santarém,Constância,19
2016,Santarém,Coruche,51
2016,Santarém,Entroncamento,12
2016,Santarém,Ferreira do Zêzere,10
2016,Santarém,Golegã,2
2016,Santarém,Mação,17
2016,Santarém,Ourém,76
2016,Santarém,Rio Maior,39
2016,Santarém,Salvaterra de Magos,33
2016,Santarém,Santarém,111
2016,Santarém,Sardoal,10
2016,Santarém,Tomar,88
2016,Santarém,Torres Novas,30
2016,Santarém,Vila Nova da Barquinha,8
2016,Setúbal,Alcochete,18
2016,Setúbal,Alcácer do Sal,29
2016,Setúbal,Almada,109
2016,Setúbal,Barreiro,50
2016,Setúbal,Grândola,44
2016,Setúbal,Moita,88
2016,Setúbal,Montijo,67
2016,Setúbal,Palmela,148
2016,Setúbal,Santiago do Cacém,54
2016,Setúbal,Seixal,99
2016,Setúbal,Sesimbra,22
2016,Setúbal,Setúbal,56
2016,Setúbal,Sines,20
2016,Viana do Castelo,Arcos de Valdevez,225
2016,Viana do Castelo,Caminha,48
2016,Viana do Castelo,Melgaço,27
2016,Viana do Castelo,Monção,87
2016,Viana do Castelo,Paredes de Coura,96
2016,Viana do Castelo,Ponte da Barca,139
2016,Viana do Castelo,Ponte de Lima,243
2016,Viana do Castelo,Valença,77
2016,Viana do Castelo,Viana do Castelo,149
2016,Viana do Castelo,Vila Nova de Cerveira,18
2016,Vila Real,Alijó,22
2016,Vila Real,Boticas,93
2016,Vila Real,Chaves,106
2016,Vila Real,Mesão Frio,21
2016,Vila Real,Mondim de Basto,26
2016,Vila Real,Montalegre,292
2016,Vila Real,Murça,31
2016,Vila Real,Peso da Régua,21
2016,Vila Real,Ribeira de Pena,40
2016,Vila Real,Sabrosa,14
2016,Vila Real,Santa Marta de Penaguião,24
2016,Vila Real,Valpaços,107
2016,Vila Real,Vila Pouca de Aguiar,88
2016,Vila Real,Vila Real,87
2016,Viseu,Armamar,13
2016,Viseu,Carregal do Sal,29
2016,Viseu,Castro Daire,123
2016,Viseu,Cinfães,247
2016,Viseu,Lamego,89
2016,Viseu,Mangualde,31
2016,Viseu,Moimenta da Beira,30
2016,Viseu,Mortágua,5
2016,Viseu,Nelas,27
2016,Viseu,Oliveira de Frades,36
2016,Viseu,Penalva do Castelo,10
2016,Viseu,Penedono,9
2016,Viseu,Resende,95
2016,Viseu,Santa Comba Dão,20
2016,Viseu,Sernancelhe,23
2016,Viseu,Sátão,15
2016,Viseu,São João da Pesqueira,29
2016,Viseu,São Pedro do Sul,18
2016,Viseu,Tabuaço,5
2016,Viseu,Tarouca,32
2016,Viseu,Tondela,46
2016,Viseu,Vila Nova de Paiva,31
2016,Viseu,Viseu,160
2016,Viseu,Vouzela,11
2016,Évora,Alandroal,9
2016,Évora,Arraiolos,14
2016,Évora,Borba,8
2016,Évora,Estremoz,35
2016,Évora,Montemor-o-Novo,22
2016,Évora,Mora,9
2016,Évora,Mourão,3
2016,Évora,Portel,9
2016,Évora,Redondo,15
2016,Évora,Reguengos de Monsaraz,24
2016,Évora,Vendas Novas,10
2016,Évora,Viana do Alentejo,7
2016,Évora,Vila Viçosa,6
2016,Évora,Évora,31
2017,Aveiro,Albergaria-a-Velha,88
2017,Aveiro,Anadia,47
2017,Aveiro,Arouca,120
2017,Aveiro,Aveiro,183
2017,Aveiro,Castelo de Paiva,96
2017,Aveiro,Espinho,33
2017,Aveiro,Estarreja,95
2017,Aveiro,Mealhada,46
2017,Aveiro,Murtosa,40
2017,Aveiro,Oliveira de Azeméis,143
2017,Aveiro,Oliveira do Bairro,104
2017,Aveiro,Ovar,42
2017,Aveiro,Santa Maria da Feira,280
2017,Aveiro,Sever do Vouga,56
2017,Aveiro,São João da Madeira,12
2017,Aveiro,Vagos,66
2017,Aveiro,Vale de Cambra,55
2017,Aveiro,Águeda,121
2017,Aveiro,Ílhavo,34
2017,Beja,Aljustrel,27
2017,Beja,Almodôvar,15
2017,Beja,Alvito,3
2017,Beja,Barrancos,2
2017,Beja,Beja,64
2017,Beja,Castro Verde,15
2017,Beja,Cuba,12
2017,Beja,Ferreira do Alentejo,24
2017,Beja,Moura,39
2017,Beja,Mértola,19
2017,Beja,Odemira,56
2017,Beja,Ourique,10
2017,Beja,Serpa,29
2017,Beja,Vidigueira,41
2017,Braga,Amares,65
2017,Braga,Barcelos,150
2017,Braga,Braga,118
2017,Braga,Cabeceiras de Basto,153
2017,Braga,Celorico de Basto,163
2017,Braga,Esposende,31
2017,Braga,Fafe,206
2017,Braga,Guimarães,276
2017,Braga,Póvoa de Lanhoso,190
2017,Braga,Terras de Bouro,81
2017,Braga,Vieira do Minho,165
2017,Braga,Vila Nova de Famalicão,189
2017,Braga,Vila Verde,192
2017,Braga,Vizela,40
2017,Bragança,Alfândega da Fé,37
2017,Bragança,Bragança,151
2017,Bragança,Carrazeda de Ansiães,50
2017,Bragança,Freixo de Espada à Cinta,47
2017,Bragança,Macedo de Cavaleiros,63
2017,Bragança,Miranda do Douro,33
2017,Bragança,Mirandela,94
2017,Bragança,Mogadouro,63
2017,Bragança,Torre de Moncorvo,100
2017,Bragança,Vila Flor,43
2017,Bragança,Vimioso,50
2017,Bragança,Vinhais,123
2017,Castelo Branco,Belmonte,19
2017,Castelo Branco,Castelo Branco,172
2017,Castelo Branco,Covilhã,115
2017,Castelo Branco,Fundão,73
2017,Castelo Branco,Idanha-a-Nova,54
2017,Castelo Branco,Oleiros,22
2017,Castelo Branco,Penamacor,23
2017,Castelo Branco,Proença-a-Nova,23
2017,Castelo Branco,Sertã,73
2017,Castelo Branco,Vila de Rei,13
2017,Castelo Branco,Vila Velha de Ródão,49
2017,Coimbra,Arganil,30
2017,Coimbra,Cantanhede,71
2017,Coimbra,Coimbra,123
2017,Coimbra,Condeixa-a-Nova,35
2017,Coimbra,Figueira da Foz,81
2017,Coimbra,Góis,19
2017,Coimbra,Lousã,28
2017,Coimbra,Mira,41
2017,Coimbra,Miranda do Corvo,33
2017,Coimbra,Montemor-o-Velho,54
2017,Coimbra,Oliveira do Hospital,59
2017,Coimbra,Pampilhosa da Serra,12
2017,Coimbra,Penacova,36
2017,Coimbra,Penela,14
2017,Coimbra,Soure,33
2017,Coimbra,Tábua,64
2017,Coimbra,Vila Nova de Poiares,8
2017,Faro,Albufeira,26
2017,Faro,Alcoutim,3
2017,Faro,Aljezur,19
2017,Faro,Castro Marim,11
2017,Faro,Faro,42
2017,Faro,lagoa,16
2017,Faro,Lagos,20
2017,Faro,Loulé,53
2017,Faro,Monchique,17
2017,Faro,Olhão,30
2017,Faro,Portimão,27
2017,Faro,Silves,56
2017,Faro,São Brás de Alportel,16
2017,Faro,Tavira,38
2017,Faro,Vila do Bispo,5
2017,Faro,Vila Real de Santo António,15
2017,Guarda,Aguiar da Beira,12
2017,Guarda,Almeida,23
2017,Guarda,Celorico da Beira,48
2017,Guarda,Figueira de Castelo Rodrigo,46
2017,Guarda,Fornos de Algodres,10
2017,Guarda,Gouveia,56
2017,Guarda,Guarda,69
2017,Guarda,Manteigas,3
2017,Guarda,mêda,63
2017,Guarda,Pinhel,51
2017,Guarda,Sabugal,67
2017,Guarda,Seia,68
2017,Guarda,Trancoso,65
2017,Guarda,Vila Nova de Foz Côa,58
2017,Leiria,Alcobaça,119
2017,Leiria,Alvaiázere,27
2017,Leiria,Ansião,23
2017,Leiria,Batalha,19
2017,Leiria,Bombarral,35
2017,Leiria,Caldas da Rainha,80
2017,Leiria,Castanheira de Pêra,14
2017,Leiria,Figueiró dos Vinhos,14
2017,Leiria,Leiria,123
2017,Leiria,Marinha Grande,42
2017,Leiria,Nazaré,11
2017,Leiria,Pedrógão Grande,29
2017,Leiria,Peniche,73
2017,Leiria,Pombal,128
2017,Leiria,Porto de Mós,41
2017,Leiria,Óbidos,102
2017,Lisboa,Alenquer,207
2017,Lisboa,Amadora,33
2017,Lisboa,Arruda dos Vinhos,32
2017,Lisboa,Azambuja,73
2017,Lisboa,Cadaval,50
2017,Lisboa,Cascais,70
2017,Lisboa,Lisboa,30
2017,Lisboa,Loures,59
2017,Lisboa,Lourinhã,66
2017,Lisboa,Mafra,93
2017,Lisboa,Odivelas,14
2017,Lisboa,Oeiras,43
2017,Lisboa,Sintra,249
2017,Lisboa,Sobral de Monte Agraço,40
2017,Lisboa,Torres Vedras,174
2017,Lisboa,Vila Franca de Xira,40
2017,Portalegre,Alter do Chão,11
2017,Portalegre,Arronches,14
2017,Portalegre,Avis,12
2017,Portalegre,Campo Maior,51
2017,Portalegre,Castelo de Vide,8
2017,Portalegre,Crato,9
2017,Portalegre,Elvas,76
2017,Portalegre,Fronteira,15
2017,Portalegre,Gavião,17
2017,Portalegre,Marvão,11
2017,Portalegre,Monforte,10
2017,Portalegre,Nisa,25
2017,Portalegre,Ponte de Sor,45
2017,Portalegre,Portalegre,32
2017,Portalegre,Sousel,8
2017,Porto,Amarante,452
2017,Porto,Baião,164
2017,Porto,Felgueiras,390
2017,Porto,Gondomar,383
2017,Porto,Lousada,279
2017,Porto,Maia,177
2017,Porto,Marco de Canaveses,231
2017,Porto,Matosinhos,73
2017,Porto,Paredes,438
2017,Porto,Paços de Ferreira,268
2017,Porto,Penafiel,585
2017,Porto,Póvoa de Varzim,89
2017,Porto,Santo Tirso,290
2017,Porto,Trofa,191
2017,Porto,Valongo,158
2017,Porto,Vila do Conde,202
2017,Porto,Vila Nova de Gaia,359
2017,Santarém,Abrantes,100
2017,Santarém,Alcanena,49
2017,Santarém,Almeirim,32
2017,Santarém,Alpiarça,14
2017,Santarém,Benavente,49
2017,Santarém,Cartaxo,31
2017,Santarém,Chamusca,29
2017,Santarém,Constância,10
2017,Santarém,Coruche,55
2017,Santarém,Entroncamento,10
2017,Santarém,Ferreira do Zêzere,38
2017,Santarém,Golegã,8
2017,Santarém,Mação,32
2017,Santarém,Ourém,96
2017,Santarém,Rio Maior,33
2017,Santarém,Salvaterra de Magos,84
2017,Santarém,Santarém,98
2017,Santarém,Sardoal,24
2017,Santarém,Tomar,162
2017,Santarém,Torres Novas,60
2017,Santarém,Vila Nova da Barquinha,19
2017,Setúbal,Alcochete,19
2017,Setúbal,Alcácer do Sal,39
2017,Setúbal,Almada,93
2017,Setúbal,Barreiro,42
2017,Setúbal,Grândola,32
2017,Setúbal,Moita,73
2017,Setúbal,Montijo,67
2017,Setúbal,Palmela,109
2017,Setúbal,Santiago do Cacém,26
2017,Setúbal,Seixal,101
2017,Setúbal,Sesimbra,20
2017,Setúbal,Setúbal,79
2017,Setúbal,Sines,19
2017,Viana do Castelo,Arcos de Valdevez,282
2017,Viana do Castelo,Caminha,62
2017,Viana do Castelo,Melgaço,29
2017,Viana do Castelo,Monção,88
2017,Viana do Castelo,Paredes de Coura,81
2017,Viana do Castelo,Ponte da Barca,155
2017,Viana do Castelo,Ponte de Lima,209
2017,Viana do Castelo,Valença,42
2017,Viana do Castelo,Viana do Castelo,183
2017,Viana do Castelo,Vila Nova de Cerveira,32
2017,Vila Real,Alijó,48
2017,Vila Real,Boticas,94
2017,Vila Real,Chaves,132
2017,Vila Real,Mesão Frio,40
2017,Vila Real,Mondim de Basto,87
2017,Vila Real,Montalegre,314
2017,Vila Real,Murça,50
2017,Vila Real,Peso da Régua,25
2017,Vila Real,Ribeira de Pena,86
2017,Vila Real,Sabrosa,46
2017,Vila Real,Santa Marta de Penaguião,39
2017,Vila Real,Valpaços,217
2017,Vila Real,Vila Pouca de Aguiar,117
2017,Vila Real,Vila Real,128
2017,Viseu,Armamar,42
2017,Viseu,Carregal do Sal,26
2017,Viseu,Castro Daire,227
2017,Viseu,Cinfães,202
2017,Viseu,Lamego,110
2017,Viseu,Mangualde,99
2017,Viseu,Moimenta da Beira,55
2017,Viseu,Mortágua,13
2017,Viseu,Nelas,44
2017,Viseu,Oliveira de Frades,56
2017,Viseu,Penalva do Castelo,24
2017,Viseu,Penedono,49
2017,Viseu,Resende,115
2017,Viseu,Santa Comba Dão,30
2017,Viseu,Sernancelhe,72
2017,Viseu,Sátão,22
2017,Viseu,São João da Pesqueira,42
2017,Viseu,São Pedro do Sul,54
2017,Viseu,Tabuaço,24
2017,Viseu,Tarouca,59
2017,Viseu,Tondela,131
2017,Viseu,Vila Nova de Paiva,107
2017,Viseu,Viseu,211
2017,Viseu,Vouzela,43
2017,Évora,Alandroal,10
2017,Évora,Arraiolos,19
2017,Évora,Borba,15
2017,Évora,Estremoz,25
2017,Évora,Montemor-o-Novo,24
2017,Évora,Mora,17
2017,Évora,Mourão,7
2017,Évora,Portel,15
2017,Évora,Redondo,12
2017,Évora,Reguengos de Monsaraz,33
2017,Évora,Vendas Novas,23
2017,Évora,Viana do Alentejo,17
2017,Évora,Vila Viçosa,6
2017,Évora,Évora,62
2018,Aveiro,Albergaria-a-Velha,91
2018,Aveiro,Anadia,35
2018,Aveiro,Arouca,88
2018,Aveiro,Aveiro,47
2018,Aveiro,Castelo de Paiva,50
2018,Aveiro,Espinho,26
2018,Aveiro,Estarreja,30
2018,Aveiro,Mealhada,28
2018,Aveiro,Murtosa,18
2018,Aveiro,Oliveira de Azeméis,158
2018,Aveiro,Oliveira do Bairro,34
2018,Aveiro,Ovar,24
2018,Aveiro,Santa Maria da Feira,227
2018,Aveiro,Sever do Vouga,44
2018,Aveiro,São João da Madeira,22
2018,Aveiro,Vagos,24
2018,Aveiro,Vale de Cambra,91
2018,Aveiro,Águeda,59
2018,Aveiro,Ílhavo,26
2018,Beja,Aljustrel,11
2018,Beja,Almodôvar,16
2018,Beja,Alvito,6
2018,Beja,Barrancos,2
2018,Beja,Beja,37
2018,Beja,Castro Verde,9
2018,Beja,Cuba,12
2018,Beja,Ferreira do Alentejo,13
2018,Beja,Moura,31
2018,Beja,Mértola,14
2018,Beja,Odemira,27
2018,Beja,Ourique,15
2018,Beja,Serpa,19
2018,Beja,Vidigueira,23
2018,Braga,Amares,41
2018,Braga,Barcelos,130
2018,Braga,Braga,88
2018,Braga,Cabeceiras de Basto,86
2018,Braga,Celorico de Basto,129
2018,Braga,Esposende,21
2018,Braga,Fafe,108
2018,Braga,Guimarães,183
2018,Braga,Póvoa de Lanhoso,106
2018,Braga,Terras de Bouro,44
2018,Braga,Vieira do Minho,78
2018,Braga,Vila Nova de Famalicão,91
2018,Braga,Vila Verde,163
2018,Braga,Vizela,25
2018,Bragança,Alfândega da Fé,45
2018,Bragança,Bragança,79
2018,Bragança,Carrazeda de Ansiães,52
2018,Bragança,Freixo de Espada à Cinta,34
2018,Bragança,Macedo de Cavaleiros,31
2018,Bragança,Miranda do Douro,42
2018,Bragança,Mirandela,41
2018,Bragança,Mogadouro,37
2018,Bragança,Torre de Moncorvo,55
2018,Bragança,Vila Flor,42
2018,Bragança,Vimioso,31
2018,Bragança,Vinhais,55
2018,Castelo Branco,Belmonte,19
2018,Castelo Branco,Castelo Branco,111
2018,Castelo Branco,Covilhã,62
2018,Castelo Branco,Fundão,73
2018,Castelo Branco,Idanha-a-Nova,47
2018,Castelo Branco,Oleiros,18
2018,Castelo Branco,Penamacor,19
2018,Castelo Branco,Proença-a-Nova,25
2018,Castelo Branco,Sertã,28
2018,Castelo Branco,Vila de Rei,6
2018,Castelo Branco,Vila Velha de Ródão,16
2018,Coimbra,Arganil,4
2018,Coimbra,Cantanhede,38
2018,Coimbra,Coimbra,46
2018,Coimbra,Condeixa-a-Nova,17
2018,Coimbra,Figueira da Foz,28
2018,Coimbra,Góis,2
2018,Coimbra,Lousã,11
2018,Coimbra,Mira,12
2018,Coimbra,Miranda do Corvo,20
2018,Coimbra,Montemor-o-Velho,14
2018,Coimbra,Oliveira do Hospital,4
2018,Coimbra,Pampilhosa da Serra,9
2018,Coimbra,Penacova,15
2018,Coimbra,Penela,10
2018,Coimbra,Soure,18
2018,Coimbra,Tábua,15
2018,Coimbra,Vila Nova de Poiares,3
2018,Faro,Albufeira,20
2018,Faro,Alcoutim,4
2018,Faro,Aljezur,23
2018,Faro,Castro Marim,19
2018,Faro,Faro,26
2018,Faro,lagoa,13
2018,Faro,Lagos,20
2018,Faro,Loulé,60
2018,Faro,Monchique,24
2018,Faro,Olhão,19
2018,Faro,Portimão,13
2018,Faro,Silves,56
2018,Faro,São Brás de Alportel,12
2018,Faro,Tavira,33
2018,Faro,Vila do Bispo,7
2018,Faro,Vila Real de Santo António,5
2018,Guarda,Aguiar da Beira,11
2018,Guarda,Almeida,16
2018,Guarda,Celorico da Beira,9
2018,Guarda,Figueira de Castelo Rodrigo,15
2018,Guarda,Fornos de Algodres,9
2018,Guarda,Gouveia,10
2018,Guarda,Guarda,28
2018,Guarda,Manteigas,2
2018,Guarda,mêda,23
2018,Guarda,Pinhel,11
2018,Guarda,Sabugal,42
2018,Guarda,Seia,20
2018,Guarda,Trancoso,23
2018,Guarda,Vila Nova de Foz Côa,29
2018,Leiria,Alcobaça,22
2018,Leiria,Alvaiázere,11
2018,Leiria,Ansião,22
2018,Leiria,Batalha,17
2018,Leiria,Bombarral,6
2018,Leiria,Caldas da Rainha,37
2018,Leiria,Castanheira de Pêra,5
2018,Leiria,Figueiró dos Vinhos,11
2018,Leiria,Leiria,61
2018,Leiria,Marinha Grande,12
2018,Leiria,Nazaré,4
2018,Leiria,Pedrógão Grande,12
2018,Leiria,Peniche,22
2018,Leiria,Pombal,58
2018,Leiria,Porto de Mós,21
2018,Leiria,Óbidos,30
2018,Lisboa,Alenquer,107
2018,Lisboa,Amadora,57
2018,Lisboa,Arruda dos Vinhos,35
2018,Lisboa,Azambuja,54
2018,Lisboa,Cadaval,22
2018,Lisboa,Cascais,58
2018,Lisboa,Lisboa,15
2018,Lisboa,Loures,64
2018,Lisboa,Lourinhã,37
2018,Lisboa,Mafra,74
2018,Lisboa,Odivelas,35
2018,Lisboa,Oeiras,36
2018,Lisboa,Sintra,204
2018,Lisboa,Sobral de Monte Agraço,26
2018,Lisboa,Torres Vedras,121
2018,Lisboa,Vila Franca de Xira,50
2018,Portalegre,Alter do Chão,7
2018,Portalegre,Arronches,5
2018,Portalegre,Avis,8
2018,Portalegre,Campo Maior,39
2018,Portalegre,Castelo de Vide,11
2018,Portalegre,Crato,11
2018,Portalegre,Elvas,47
2018,Portalegre,Gavião,9
2018,Portalegre,Marvão,8
2018,Portalegre,Monforte,6
2018,Portalegre,Nisa,18
2018,Portalegre,Ponte de Sor,25
2018,Portalegre,Portalegre,29
2018,Portalegre,Sousel,4
2018,Porto,Amarante,181
2018,Porto,Baião,116
2018,Porto,Felgueiras,129
2018,Porto,Gondomar,203
2018,Porto,Lousada,134
2018,Porto,Maia,109
2018,Porto,Marco de Canaveses,146
2018,Porto,Matosinhos,68
2018,Porto,Paredes,345
2018,Porto,Paços de Ferreira,126
2018,Porto,Penafiel,228
2018,Porto,Póvoa de Varzim,47
2018,Porto,Santo Tirso,171
2018,Porto,Trofa,44
2018,Porto,Valongo,79
2018,Porto,Vila do Conde,104
2018,Porto,Vila Nova de Gaia,197
2018,Santarém,Abrantes,65
2018,Santarém,Alcanena,24
2018,Santarém,Almeirim,30
2018,Santarém,Alpiarça,14
2018,Santarém,Benavente,54
2018,Santarém,Cartaxo,22
2018,Santarém,Chamusca,20
2018,Santarém,Constância,7
2018,Santarém,Coruche,51
2018,Santarém,Entroncamento,1
2018,Santarém,Ferreira do Zêzere,14
2018,Santarém,Golegã,2
2018,Santarém,Mação,9
2018,Santarém,Ourém,82
2018,Santarém,Rio Maior,16
2018,Santarém,Salvaterra de Magos,23
2018,Santarém,Santarém,48
2018,Santarém,Sardoal,19
2018,Santarém,Tomar,95
2018,Santarém,Torres Novas,40
2018,Santarém,Vila Nova da Barquinha,4
2018,Setúbal,Alcochete,20
2018,Setúbal,Alcácer do Sal,20
2018,Setúbal,Almada,61
2018,Setúbal,Barreiro,10
2018,Setúbal,Grândola,20
2018,Setúbal,Moita,35
2018,Setúbal,Montijo,36
2018,Setúbal,Palmela,69
2018,Setúbal,Santiago do Cacém,21
2018,Setúbal,Seixal,62
2018,Setúbal,Sesimbra,16
2018,Setúbal,Setúbal,18
2018,Setúbal,Sines,12
2018,Viana do Castelo,Arcos de Valdevez,149
